
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
40-0310                          U1                                 1   3      1   1  51 125       125 0 GND                 (43-1-13)
40-0310                          U1                                 1   3      1   1  52 120       120 0 GND                 (43-1-13)
40-0310                          U1                                 1   3      1   1  53 116       116 0 GND                 (43-1-13)
40-0310                          U1                                 1   3      1   1  54 109       109 0 GND                 (43-1-13)
40-0310                          U1                                 1   3      1   1  55 105       105 0 GND                 (43-1-13)
40-0310                          U1                                 1   3      1   1  56 102       102 0 GND                 (43-1-13)
40-0310                          U1                                 1   3      1   1  57 97         97 0 GND                 (43-1-13)
40-0310                          U1                                 1   3      1   1  58 86         86 0 GND                 (43-1-13)
40-0310                          U1                                 1   3      1   1  59 79         79 0 GND                 (43-1-13)
40-0310                          U1                                 1   3      1   1  60 75         75 0 GND                 (43-1-13)
40-0310                          U1                                 1   3      1   1  61 72         72 0 GND                 (43-1-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
40-0310                          U1                                 1   3      1   1  62 67         67 0 GND                 (43-1-13)
40-0310                          U1                                 1   3      1   1  63 65         65 0 GND                 (43-1-13)
40-0310                          U1                                 1   3      1   1  64 62         62 0 GND                 (43-1-13)
40-0310                          U1                                 1   3      1   1  65 54         54 0 GND                 (43-1-13)
40-0310                          U1                                 1   3      1   1  66 48         48 0 GND                 (43-1-13)
40-0310                          U1                                 1   3      1   1  67 42         42 0 GND                 (43-1-13)
40-0310                          U1                                 1   3      1   1  68 36         36 0 GND                 (43-1-13)
40-0310                          U1                                 1   3      1   1  69 20         20 0 GND                 (43-1-13)
40-0310                          U1                                 1   3      1   1  70 16         16 0 GND                 (43-1-13)
40-0310                          U1                                 1   3      1   1  71 11         11 0 GND                 (43-1-13)
40-0310                          U1                                 1   3      1   1  72 8           8 0 GND                 (43-1-13)
40-0310                          U1                                 1   3      1   1  73 5           5 0 GND                 (43-1-13)
40-0310                          U1                                 3   4      1   1  74 31         31 0                     (0-0-0)
40-0310                          U1                                 3   4      2   2  74 32         32 0                     (0-0-0)
40-0310                          U1                                 3   4      3   3  74 33         33 0 XSIG020424          (5190-5-13)
40-0310                          U1                                 3   4      4   4  74 34         34 0                     (0-0-0)
40-0310                          U1                                 3   4      5   5  74 23         23 0 GND                 (43-1-13)
40-0310                          U1                                 3   4      6   6  74 6           6 0 SOM_SCLK            (4174-3-13)
40-0310                          U1                                 3   4      7   7  74 9           9 0 SOM_CS              (4211-36-13)
40-0310                          U1                                 3   4      8   8  74 12         12 0 HALL0               (4324-1-13)
40-0310                          U1                                 3   4      9   9  74 13         13 0 ENCODER_A           (4385-1-13)
40-0310                          U1                                 3   4     10  10  74 14         14 0 ENCODER_D           (4385-4-13)
40-0310                          U1                                 3   4     11  11  74 18         18 0 ENCODER_B           (4385-2-13)
40-0310                          U1                                 3   4     12  12  74 21         21 0 ENCODER_C           (4385-3-13)
40-0310                          U1                                 3   4     13  13  74 22         22 0 HALL1               (4324-2-13)
40-0310                          U1                                 3   4     14  14  74 24         24 0 DRV_SIN_13          (4211-29-13)
40-0310                          U1                                 3   4     15  15  74 37         37 0 DRV_SIN_12          (4211-28-13)
40-0310                          U1                                 3   4     16  16  74 38         38 0 DRV_SIN_14          (4211-30-13)
40-0310                          U1                                 3   4     17  17  74 39         39 0 FPGA_MUL_7_A        (4779-12-13)
40-0310                          U1                                 3   4     18  18  74 41         41 0 DRV_SIN_10          (4211-26-13)
40-0310                          U1                                 3   4     19  19  74 43         43 0 DRV_SIN_11          (4211-27-13)
40-0310                          U1                                 3   4     20  20  74 44         44 0 DRV_SIN_9           (4211-25-13)
40-0310                          U1                                 3   4     21  21  74 45         45 0 DRV_SIN_7           (4211-23-13)
40-0310                          U1                                 3   4     22  22  74 46         46 0 FPGA_MUL_3_A        (4779-11-13)
40-0310                          U1                                 3   4     23  23  74 49         49 0 DRV_SIN_6           (4211-22-13)
40-0310                          U1                                 3   4     24  24  74 50         50 0 FPGA_MUL_6_A        (4779-10-13)
40-0310                          U1                                 3   4     25  25  74 51         51 0 DRV_SIN_8           (4211-24-13)
40-0310                          U1                                 3   4     26  26  74 52         52 0 FPGA_GCLK_B         (4631-5-13)
40-0310                          U1                                 3   4     27  27  74 55         55 0 DRV_SIN_19          (4211-35-13)
40-0310                          U1                                 3   4     28  28  74 56         56 0 FPGA_MUL_2_A        (4779-9-13)
40-0310                          U1                                 3   4     29  29  74 57         57 0 FPGA_SCLK_B         (4631-4-13)
40-0310                          U1                                 3   4     30  30  74 30         30 0 GND                 (43-1-13)
40-0310                          U1                                 3   4     31  31  74 25         25 0 XSIG020030          (4123-15-13)
40-0310                          U1                                 3   4     32  32  74 17         17 0 XSIG020011          (4123-3-13)
40-0310                          U1                                 3   4     33  33  74 27         27 0 FPGA_JTAG_TCK       (4123-77-13)
40-0310                          U1                                 3   4     34  34  74 26         26 0 FPGA_JTAG_TDI       (4123-75-13)
40-0310                          U1                                 3   4     35  35  74 29         29 0 FPGA_JTAG_TDO       (4123-76-13)
40-0310                          U1                                 3   4     36  36  74 28         28 0 FPGA_JTAG_TMS       (4123-74-13)
40-0310                          U1                                 3   4     37  37  74 7           7 0 VCC3V               (4211-1-13)
40-0310                          U1                                 3   4     38  38  74 15         15 0 VCC3V               (4211-1-13)
40-0310                          U1                                 3   4     39  39  74 35         35 0 VCC3V               (4211-1-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
40-0310                          U1                                 3   4     40  40  74 47         47 0 VCC3V               (4211-1-13)
40-0310                          U1                                 4   5      1   1  75 92         92 0                     (0-0-0)
40-0310                          U1                                 4   5      2   2  75 91         91 0                     (0-0-0)
40-0310                          U1                                 4   5      3   3  75 90         90 0 LVDS_CLK_N          (4123-66-13)
40-0310                          U1                                 4   5      4   4  75 89         89 0 LVDS_CLK_P          (4123-67-13)
40-0310                          U1                                 4   5      5   5  75 63         63 0 FPGA_MUL_0_B        (4211-39-13)
40-0310                          U1                                 4   5      6   6  75 68         68 0 DRV_SIN_20          (4211-3-13)
40-0310                          U1                                 4   5      7   7  75 69         69 0 DRV_SIN_18          (4211-34-13)
40-0310                          U1                                 4   5      8   8  75 70         70 0 FPGA_LAT_B          (4631-6-13)
40-0310                          U1                                 4   5      9   9  75 73         73 0 FPGA_MUL_5_B        (4779-13-13)
40-0310                          U1                                 4   5     10  10  75 76         76 0 FPGA_MUL_1_B        (4211-44-13)
40-0310                          U1                                 4   5     11  11  75 78         78 0 DRV_SIN_16          (4211-32-13)
40-0310                          U1                                 4   5     12  12  75 80         80 0 DRV_SIN_17          (4211-33-13)
40-0310                          U1                                 4   5     13  13  75 81         81 0 LVDS_TX3_P          (4123-65-13)
40-0310                          U1                                 4   5     14  14  75 82         82 0 LVDS_TX3_N          (4123-64-13)
40-0310                          U1                                 4   5     15  15  75 83         83 0 DRV_SIN_15          (4211-31-13)
40-0310                          U1                                 4   5     16  16  75 84         84 0 FPGA_MUL_4_B        (4211-40-13)
40-0310                          U1                                 4   5     17  17  75 87         87 0 LVDS_TX2_P          (4123-63-13)
40-0310                          U1                                 4   5     18  18  75 88         88 0 LVDS_TX2_N          (4123-62-13)
40-0310                          U1                                 4   5     19  19  75 93         93 0 LVDS_TX1_P          (4123-61-13)
40-0310                          U1                                 4   5     20  20  75 94         94 0 LVDS_TX1_N          (4123-60-13)
40-0310                          U1                                 4   5     21  21  75 95         95 0                     (0-0-0)
40-0310                          U1                                 4   5     22  22  75 98         98 0 LVDS_TX0_P          (4123-59-13)
40-0310                          U1                                 4   5     23  23  75 99         99 0 LVDS_TX0_N          (4123-58-13)
40-0310                          U1                                 4   5     24  24  75 100       100 0 RGB_D0              (4123-32-13)
40-0310                          U1                                 4   5     25  25  75 103       103 0 RGB_D1              (4123-33-13)
40-0310                          U1                                 4   5     26  26  75 106       106 0 RGB_D2              (4123-34-13)
40-0310                          U1                                 4   5     27  27  75 107       107 0                     (0-0-0)
40-0310                          U1                                 4   5     28  28  75 110       110 0                     (0-0-0)
40-0310                          U1                                 4   5     29  29  75 111       111 0 RGB_D3              (4123-35-13)
40-0310                          U1                                 4   5     30  30  75 112       112 0 RGB_D4              (4123-36-13)
40-0310                          U1                                 4   5     31  31  75 113       113 0 RGB_D5              (4123-37-13)
40-0310                          U1                                 4   5     32  32  75 114       114 0                     (0-0-0)
40-0310                          U1                                 4   5     33  33  75 117       117 0 RGB_D6              (4123-38-13)
40-0310                          U1                                 4   5     34  34  75 118       118 0 RGB_D7              (4123-39-13)
40-0310                          U1                                 4   5     35  35  75 66         66 0 VCC3V               (4211-1-13)
40-0310                          U1                                 4   5     36  36  75 77         77 0 VCC3V               (4211-1-13)
40-0310                          U1                                 4   5     37  37  75 96         96 0 VCC3V               (4211-1-13)
40-0310                          U1                                 4   5     38  38  75 104       104 0 VCC3V               (4211-1-13)
40-0310                          U1                                 5   6      1   1  76 152       152 0 RGB_CLK             (4123-8-13)
40-0310                          U1                                 5   6      2   2  76 151       151 0                     (0-0-0)
40-0310                          U1                                 5   6      3   3  76 150       150 0                     (0-0-0)
40-0310                          U1                                 5   6      4   4  76 149       149 0                     (0-0-0)
40-0310                          U1                                 5   6      5   5  76 153       153 0 FPGA_CONF_DONE      (5430-1-13)
40-0310                          U1                                 5   6      6   6  76 126       126 0 RGB_D8              (4123-40-13)
40-0310                          U1                                 5   6      7   7  76 127       127 0 RGB_D9              (4123-41-13)
40-0310                          U1                                 5   6      8   8  76 128       128 0 RGB_D10             (4123-42-13)
40-0310                          U1                                 5   6      9   9  76 131       131 0 RGB_D11             (4123-43-13)
40-0310                          U1                                 5   6     10  10  76 132       132 0 RGB_D12             (4123-44-13)
40-0310                          U1                                 5   6     11  11  76 133       133 0                     (0-0-0)
40-0310                          U1                                 5   6     12  12  76 134       134 0 RGB_D13             (4123-45-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
40-0310                          U1                                 5   6     13  13  76 135       135 0 RGB_D14             (4123-46-13)
40-0310                          U1                                 5   6     14  14  76 137       137 0 RGB_D15             (4123-47-13)
40-0310                          U1                                 5   6     15  15  76 139       139 0 XSIG020407          (5089-1-13)
40-0310                          U1                                 5   6     16  16  76 142       142 0 XSIG020408          (5089-2-13)
40-0310                          U1                                 5   6     17  17  76 143       143 0 RGB_D16             (4123-48-13)
40-0310                          U1                                 5   6     18  18  76 144       144 0 RGB_D17             (4123-49-13)
40-0310                          U1                                 5   6     19  19  76 145       145 0 RGB_D18             (4123-50-13)
40-0310                          U1                                 5   6     20  20  76 146       146 0 XSIG020410          (5089-4-13)
40-0310                          U1                                 5   6     21  21  76 159       159 0 RGB_D19             (4123-51-13)
40-0310                          U1                                 5   6     22  22  76 160       160 0 RGB_D20             (4123-52-13)
40-0310                          U1                                 5   6     23  23  76 161       161 0                     (0-0-0)
40-0310                          U1                                 5   6     24  24  76 162       162 0 RGB_D21             (4123-53-13)
40-0310                          U1                                 5   6     25  25  76 164       164 0 RGB_D22             (4123-54-13)
40-0310                          U1                                 5   6     26  26  76 166       166 0 RGB_D23             (4123-55-13)
40-0310                          U1                                 5   6     27  27  76 169       169 0                     (0-0-0)
40-0310                          U1                                 5   6     28  28  76 171       171 0 RGB_CLK             (4123-8-13)
40-0310                          U1                                 5   6     29  29  76 173       173 0                     (0-0-0)
40-0310                          U1                                 5   6     30  30  76 176       176 0 RGB_HSYNC           (4123-56-13)
40-0310                          U1                                 5   6     31  31  76 177       177 0 XSIG020411          (5089-5-13)
40-0310                          U1                                 5   6     32  32  76 155       155 0 GND                 (43-1-13)
40-0310                          U1                                 5   6     33  33  76 157       157 0 GND                 (43-1-13)
40-0310                          U1                                 5   6     34  34  76 158       158 0 GND                 (43-1-13)
40-0310                          U1                                 5   6     35  35  76 124       124 0 VCC3V               (4211-1-13)
40-0310                          U1                                 5   6     36  36  76 136       136 0 VCC3V               (4211-1-13)
40-0310                          U1                                 5   6     37  37  76 154       154 0 VCC3V               (4211-1-13)
40-0310                          U1                                 5   6     38  38  76 170       170 0 VCC3V               (4211-1-13)
40-0310                          U1                                 2   7      1   1  77 209       209 0                     (0-0-0)
40-0310                          U1                                 2   7      2   2  77 210       210 0                     (0-0-0)
40-0310                          U1                                 2   7      3   3  77 211       211 0                     (0-0-0)
40-0310                          U1                                 2   7      4   4  77 212       212 0                     (0-0-0)
40-0310                          U1                                 2   7      5   5  77 183       183 0 RGB_VSYNC           (4123-57-13)
40-0310                          U1                                 2   7      6   6  77 184       184 0 FPGA_MUL_3_B        (4779-5-13)
40-0310                          U1                                 2   7      7   7  77 185       185 0 DRV_SIN_28          (4211-11-13)
40-0310                          U1                                 2   7      8   8  77 186       186 0 DRV_SIN_27          (4211-10-13)
40-0310                          U1                                 2   7      9   9  77 187       187 0 DRV_SIN_29          (4211-12-13)
40-0310                          U1                                 2   7     10  10  77 188       188 0 DRV_SIN_25          (4211-8-13)
40-0310                          U1                                 2   7     11  11  77 189       189 0 FPGA_MUL_7_B        (4779-1-13)
40-0310                          U1                                 2   7     12  12  77 194       194 0 DRV_SIN_26          (4211-9-13)
40-0310                          U1                                 2   7     13  13  77 195       195 0                     (0-0-0)
40-0310                          U1                                 2   7     14  14  77 196       196 0 DRV_SIN_24          (4211-7-13)
40-0310                          U1                                 2   7     15  15  77 197       197 0 DRV_SIN_22          (4211-5-13)
40-0310                          U1                                 2   7     16  16  77 200       200 0 DRV_SIN_21          (4211-4-13)
40-0310                          U1                                 2   7     17  17  77 201       201 0 DRV_SIN_23          (4211-6-13)
40-0310                          U1                                 2   7     18  18  77 202       202 0 FPGA_MUL_6_B        (4779-6-13)
40-0310                          U1                                 2   7     19  19  77 203       203 0 FPGA_MUL_2_B        (4779-4-13)
40-0310                          U1                                 2   7     20  20  77 207       207 0 FPGA_MUL_0_A        (4779-7-13)
40-0310                          U1                                 2   7     21  21  77 214       214 0 FPGA_GCLK_A         (4631-1-13)
40-0310                          U1                                 2   7     22  22  77 216       216 0 DRV_SOUT_DATA       (4269-1-13)
40-0310                          U1                                 2   7     23  23  77 217       217 0 DRV_SIN_4           (4211-20-13)
40-0310                          U1                                 2   7     24  24  77 218       218 0 FPGA_SCLK_A         (4631-3-13)
40-0310                          U1                                 2   7     25  25  77 219       219 0 FPGA_MUL_5_A        (4779-8-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
40-0310                          U1                                 2   7     26  26  77 221       221 0 DRV_SIN_5           (4211-21-13)
40-0310                          U1                                 2   7     27  27  77 223       223 0                     (0-0-0)
40-0310                          U1                                 2   7     28  28  77 224       224 0 DRV_SIN_3           (4211-19-13)
40-0310                          U1                                 2   7     29  29  77 226       226 0 FPGA_LAT_A          (4631-2-13)
40-0310                          U1                                 2   7     30  30  77 230       230 0 FPGA_MUL_1_A        (4779-2-13)
40-0310                          U1                                 2   7     31  31  77 231       231 0 DRV_SIN_1           (4211-17-13)
40-0310                          U1                                 2   7     32  32  77 232       232 0 DRV_SIN_2           (4211-18-13)
40-0310                          U1                                 2   7     33  33  77 235       235 0 FPGA_MUL_4_A        (4779-3-13)
40-0310                          U1                                 2   7     34  34  77 236       236 0 DRV_SIN_0           (4211-16-13)
40-0310                          U1                                 2   7     35  35  77 239       239 0 SOM_MOSI            (4174-1-13)
40-0310                          U1                                 2   7     36  36  77 240       240 0 SOM_MISO            (4174-2-13)
40-0310                          U1                                 2   7     37  37  77 192       192 0 VCC3V               (4211-1-13)
40-0310                          U1                                 2   7     38  38  77 206       206 0 VCC3V               (4211-1-13)
40-0310                          U1                                 2   7     39  39  77 213       213 0 VCC3V               (4211-1-13)
40-0310                          U1                                 2   7     40  40  77 225       225 0 VCC3V               (4211-1-13)
40-0324                          U6                               183   1      1   1   1 23         24 0 XSIG040136          (4281-11-13)
40-0324                          U6                               183   1      2   2   1 20         21 0 XSIG040134          (4281-10-13)
40-0324                          U6                               183   1      3   3   1 22         23 0 INTVCC              (4281-6-13)
40-0324                          U6                               183   1      4   4   1 1           2 0 INTVCC              (4281-6-13)
40-0324                          U6                               183   1      5   5   1 14         15 0 INTVCC              (4281-6-13)
40-0324                          U6                               183   1      6   6   1 7           8 0 INTVCC              (4281-6-13)
40-0324                          U6                               183   1      7   7   1 4           5 0                     (0-0-0)
40-0324                          U6                               183   1      8   8   1 11         12 0                     (0-0-0)
40-0324                          U6                               183   1      9   9   1 5           6 0 INTVCC              (4281-6-13)
40-0324                          U6                               183   1     10  10   1 8           9 0 XSIG040185          (4367-1-13)
40-0324                          U6                               183   1     11  11   1 6           7 0 VCC12V              (4162-1-13)
40-0324                          U6                               183   1     12  12   1 9          10 0 VCC12V              (4162-1-13)
40-0324                          U6                               183   1     13  13   1 26         27 0 XSIG040124          (4281-7-13)
40-0324                          U6                               183   1     14  14   1 27         28 0 XSIG040124          (4281-7-13)
40-0324                          U6                               183   1     15  15   1 16         17 0 XSIG040132          (4281-9-13)
40-0324                          U6                               183   1     16  16   1 17         18 0 XSIG040132          (4281-9-13)
40-0324                          U6                               183   1     17  17   1 2           3 0                     (0-0-0)
40-0324                          U6                               183   1     18  18   1 13         14 0                     (0-0-0)
40-0324                          U6                               183   1     19  19   1 3           4 0 XSIG040138          (4281-12-13)
40-0324                          U6                               183   1     20  20   1 12         13 0 XSIG040125          (4281-8-13)
40-0324                          U6                               183   1     21  21   1 24         25 0 VCC12V              (4162-1-13)
40-0324                          U6                               183   1     22  22   1 25         26 0 VCC12V              (4162-1-13)
40-0324                          U6                               183   1     23  23   1 18         19 0 VCC12V              (4162-1-13)
40-0324                          U6                               183   1     24  24   1 19         20 0 VCC12V              (4162-1-13)
40-0324                          U6                               183   1     25  25   1 28         29 0 VCC3V3              (4211-45-13)
40-0324                          U6                               183   1     26  26   1 15         16 0 VCC5V               (4123-70-13)
40-0324                          U6                               183   1     27  27   1 21         22 0 INTVCC              (4281-6-13)
40-0324                          U6                               183   2      1   1   2 10         11 0 GND                 (43-1-13)
40-0324                          U6                               183   2      1   1   3 PAD         1 0 GND                 (43-1-13)
40-0325                          U4                                50   1      1   1   1 1           1 0 VCC3V3              (4211-45-13)
40-0325                          U4                                50   1      2   2   1 3           3 0 VCC3V               (4211-1-13)
40-0325                          U4                                50   2      1   1   2 2           2 0 GND                 (43-1-13)
40-0325                          U4                                50   2      1   1   3 4           4 0 GND                 (43-1-13)
50-0023                          L1                                17   1      1   1   1 1           1 0 VCC1V2              (4123-1-13)
50-0023                          L1                                17   1      2   1   1 2           2 0 XSIG011275          (4155-1-13)
50-0023                          L2                                16   1      1   1   1 1           1 0 VCC1V2              (4123-1-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
50-0023                          L2                                16   1      2   1   1 2           2 0 XSIG011276          (4155-2-13)
50-0023                          L3                                19   1      1   1   1 1           1 0 VCC1V2              (4123-1-13)
50-0023                          L3                                19   1      2   1   1 2           2 0 XSIG011281          (4155-3-13)
50-0023                          L4                                18   1      1   1   1 1           1 0 VCC1V2              (4123-1-13)
50-0023                          L4                                18   1      2   1   1 2           2 0 XSIG011282          (4155-4-13)
50-0025                          L7                                94   1      1   1   1 1           1 0 XSIG040195          (4376-3-13)
50-0025                          L7                                94   1      2   2   1 2           2 0 VCC1V2              (4123-1-13)
50-0046                          L5                               186   1      1   1   1 1           1 0 VCC5V               (4123-70-13)
50-0046                          L5                               186   1      2   2   1 2           2 0 XSIG040132          (4281-9-13)
50-0046                          L6                               187   1      1   1   1 1           1 0 XSIG040124          (4281-7-13)
50-0046                          L6                               187   1      2   2   1 2           2 0 VCC3V3              (4211-45-13)
70-0014                          J2                                98   1      1   1   1 1           1 0                     (0-0-0)
70-0014                          J2                                98   1      2   2   1 2           2 0 UART_SOM_RXD        (4123-69-13)
70-0014                          J2                                98   1      3   3   1 3           3 0 UART_SOM_TXD        (4123-68-13)
70-0014                          J2                                98   1      4   4   1 4           4 0 GND                 (43-1-13)
70-0015                          J3                                13   1      1   1   1 1           1 0 VCC5ENC             (5139-1-13)
70-0015                          J3                                13   1      2   2   1 2           2 0 CWD_N               (4385-8-13)
70-0015                          J3                                13   1      3   3   1 3           3 0 CWD_P               (4385-12-13)
70-0015                          J3                                13   1      4   4   1 4           4 0 CWC_P               (4385-11-13)
70-0015                          J3                                13   1      5   5   1 5           5 0 CWC_N               (4385-7-13)
70-0015                          J3                                13   1      6   6   1 6           6 0 CWA_N               (4385-5-13)
70-0015                          J3                                13   1      7   7   1 7           7 0 CWA_P               (4385-9-13)
70-0015                          J3                                13   1      8   8   1 8           8 0 CWB_P               (4385-10-13)
70-0015                          J3                                13   1      9   9   1 9           9 0 CWB_N               (4385-6-13)
70-0015                          J3                                13   1     10  10   1 10         10 0 GND                 (43-1-13)
70-0103                          J1                               178   1      1   1   1 E1_1        1 0                     (0-0-0)
70-0103                          J1                               178   1      2   2   1 E1_2        2 0 VCC5V               (4123-70-13)
70-0103                          J1                               178   1      3   3   1 E1_3        3 0 VCC5V               (4123-70-13)
70-0103                          J1                               178   1      4   4   1 E1_4        4 0 VCC5V               (4123-70-13)
70-0103                          J1                               178   1      5   5   1 E1_5        5 0 VCC5V               (4123-70-13)
70-0103                          J1                               178   1      6   6   1 E1_6        6 0 VCC5V               (4123-70-13)
70-0103                          J1                               178   1      7   7   1 E1_7        7 0 VCC5V               (4123-70-13)
70-0103                          J1                               178   1      8   8   1 E1_8        8 0 VCC5V               (4123-70-13)
70-0103                          J1                               178   1      9   9   1 E1_9        9 0 VCC5V               (4123-70-13)
70-0103                          J1                               178   1     10  10   1 E1_10      10 0 VCC5V               (4123-70-13)
70-0103                          J1                               178   1     11  11   1 E2_1       11 0                     (0-0-0)
70-0103                          J1                               178   1     12  12   1 E2_2       12 0 VCC5V               (4123-70-13)
70-0103                          J1                               178   1     13  13   1 E2_3       13 0 VCC5V               (4123-70-13)
70-0103                          J1                               178   1     14  14   1 E2_4       14 0 VCC5V               (4123-70-13)
70-0103                          J1                               178   1     15  15   1 E2_5       15 0 VCC5V               (4123-70-13)
70-0103                          J1                               178   1     16  16   1 E2_6       16 0 VCC5V               (4123-70-13)
70-0103                          J1                               178   1     17  17   1 E2_7       17 0 VCC5V               (4123-70-13)
70-0103                          J1                               178   1     18  18   1 E2_8       18 0 VCC5V               (4123-70-13)
70-0103                          J1                               178   1     19  19   1 E2_9       19 0 VCC5V               (4123-70-13)
70-0103                          J1                               178   1     20  20   1 E2_10      20 0 VCC5V               (4123-70-13)
70-0103                          J1                               178   1     21  21   1 E3_1       21 0 GND                 (43-1-13)
70-0103                          J1                               178   1     22  22   1 E3_2       22 0                     (0-0-0)
70-0103                          J1                               178   1     23  23   1 E3_3       23 0                     (0-0-0)
70-0103                          J1                               178   1     24  24   1 E3_4       24 0 GND                 (43-1-13)
70-0103                          J1                               178   1     25  25   1 E3_5       25 0                     (0-0-0)
70-0103                          J1                               178   1     26  26   1 E3_6       26 0                     (0-0-0)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
70-0103                          J1                               178   1     27  27   1 E3_7       27 0 XSIG030173          (5190-8-13)
70-0103                          J1                               178   1     28  28   1 E3_8       28 0 GND                 (43-1-13)
70-0103                          J1                               178   1     29  29   1 E3_9       29 0 LVDS_TX0_N          (4123-58-13)
70-0103                          J1                               178   1     30  30   1 E3_10      30 0 LVDS_TX0_P          (4123-59-13)
70-0103                          J1                               178   1     31  31   1 E4_1       31 0 GND                 (43-1-13)
70-0103                          J1                               178   1     32  32   1 E4_2       32 0                     (0-0-0)
70-0103                          J1                               178   1     33  33   1 E4_3       33 0                     (0-0-0)
70-0103                          J1                               178   1     34  34   1 E4_4       34 0 GND                 (43-1-13)
70-0103                          J1                               178   1     35  35   1 E4_5       35 0                     (0-0-0)
70-0103                          J1                               178   1     36  36   1 E4_6       36 0                     (0-0-0)
70-0103                          J1                               178   1     37  37   1 E4_7       37 0 GND                 (43-1-13)
70-0103                          J1                               178   1     38  38   1 E4_8       38 0                     (0-0-0)
70-0103                          J1                               178   1     39  39   1 E4_9       39 0                     (0-0-0)
70-0103                          J1                               178   1     40  40   1 E4_10      40 0 GND                 (43-1-13)
70-0103                          J1                               178   1     41  41   1 1          43 0 GND                 (43-1-13)
70-0103                          J1                               178   1     42  42   1 2          44 0 RGB_D0              (4123-32-13)
70-0103                          J1                               178   1     43  43   1 3          45 0 LVDS_TX1_N          (4123-60-13)
70-0103                          J1                               178   1     44  44   1 4          46 0 RGB_D1              (4123-33-13)
70-0103                          J1                               178   1     45  45   1 5          47 0 LVDS_TX1_P          (4123-61-13)
70-0103                          J1                               178   1     46  46   1 6          48 0 GND                 (43-1-13)
70-0103                          J1                               178   1     47  47   1 7          49 0 GND                 (43-1-13)
70-0103                          J1                               178   1     48  48   1 8          50 0 RGB_D2              (4123-34-13)
70-0103                          J1                               178   1     49  49   1 9          51 0 LVDS_TX2_N          (4123-62-13)
70-0103                          J1                               178   1     50  50   1 10         52 0 RGB_D3              (4123-35-13)
70-0103                          J1                               178   1     51  51   1 11         53 0 LVDS_TX2_P          (4123-63-13)
70-0103                          J1                               178   1     52  52   1 12         54 0 GND                 (43-1-13)
70-0103                          J1                               178   1     53  53   1 13         55 0 GND                 (43-1-13)
70-0103                          J1                               178   1     54  54   1 14         56 0 RGB_D4              (4123-36-13)
70-0103                          J1                               178   1     55  55   1 15         57 0 LVDS_TX3_N          (4123-64-13)
70-0103                          J1                               178   1     56  56   1 16         58 0 RGB_D5              (4123-37-13)
70-0103                          J1                               178   1     57  57   1 17         59 0 LVDS_TX3_P          (4123-65-13)
70-0103                          J1                               178   1     58  58   1 18         60 0 GND                 (43-1-13)
70-0103                          J1                               178   1     59  59   1 19         61 0 GND                 (43-1-13)
70-0103                          J1                               178   1     60  60   1 20         62 0 RGB_D6              (4123-38-13)
70-0103                          J1                               178   1     61  61   1 21         63 0 LVDS_CLK_N          (4123-66-13)
