
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D1123                            942   1      3   3   1 G           2 0 UB2D2_G1            (4347-283-13)
20-0073                          D1123                            942   1      4   4   1 R           3 0 UB2D2_R1            (4347-282-13)
20-0073                          D1124                            982   1      1   1   1 1           4 0 UB2_MUL6            (4495-15-13)
20-0073                          D1124                            982   1      2   2   1 B           1 0 UB2D2_B4            (4347-287-13)
20-0073                          D1124                            982   1      3   3   1 G           2 0 UB2D2_G4            (4347-286-13)
20-0073                          D1124                            982   1      4   4   1 R           3 0 UB2D2_R4            (4347-285-13)
20-0073                          D1125                            902   1      1   1   1 1           4 0 UB2_MUL6            (4495-15-13)
20-0073                          D1125                            902   1      2   2   1 B           1 0 UB2D2_B2            (4347-290-13)
20-0073                          D1125                            902   1      3   3   1 G           2 0 UB2D2_G2            (4347-289-13)
20-0073                          D1125                            902   1      4   4   1 R           3 0 UB2D2_R2            (4347-288-13)
20-0073                          D1126                            862   1      1   1   1 1           4 0 UB2_MUL6            (4495-15-13)
20-0073                          D1126                            862   1      2   2   1 B           1 0 UB2D2_B5            (4347-293-13)
20-0073                          D1126                            862   1      3   3   1 G           2 0 UB2D2_G5            (4347-292-13)
20-0073                          D1126                            862   1      4   4   1 R           3 0 UB2D2_R5            (4347-291-13)
20-0073                          D1127                           1182   1      1   1   1 1           4 0 UB2_MUL6            (4495-15-13)
20-0073                          D1127                           1182   1      2   2   1 B           1 0 UB2D2_B8            (4347-296-13)
20-0073                          D1127                           1182   1      3   3   1 G           2 0 UB2D2_G8            (4347-295-13)
20-0073                          D1127                           1182   1      4   4   1 R           3 0 UB2D2_R8            (4347-294-13)
20-0073                          D1128                           1062   1      1   1   1 1           4 0 UB2_MUL6            (4495-15-13)
20-0073                          D1128                           1062   1      2   2   1 B           1 0 UB2D2_B6            (4347-299-13)
20-0073                          D1128                           1062   1      3   3   1 G           2 0 UB2D2_G6            (4347-298-13)
20-0073                          D1128                           1062   1      4   4   1 R           3 0 UB2D2_R6            (4347-297-13)
20-0073                          D1129                           1262   1      1   1   1 1           4 0 UB2_MUL6            (4495-15-13)
20-0073                          D1129                           1262   1      2   2   1 B           1 0 UB2D2_B9            (4347-302-13)
20-0073                          D1129                           1262   1      3   3   1 G           2 0 UB2D2_G9            (4347-301-13)
20-0073                          D1129                           1262   1      4   4   1 R           3 0 UB2D2_R9            (4347-300-13)
20-0073                          D1130                            822   1      1   1   1 1           4 0 UB2_MUL6            (4495-15-13)
20-0073                          D1130                            822   1      2   2   1 B           1 0 UB2D2_B7            (4347-305-13)
20-0073                          D1130                            822   1      3   3   1 G           2 0 UB2D2_G7            (4347-304-13)
20-0073                          D1130                            822   1      4   4   1 R           3 0 UB2D2_R7            (4347-303-13)
20-0073                          D1131                           1142   1      1   1   1 1           4 0 UB2_MUL6            (4495-15-13)
20-0073                          D1131                           1142   1      2   2   1 B           1 0 UB2D2_B10           (4347-308-13)
20-0073                          D1131                           1142   1      3   3   1 G           2 0 UB2D2_G10           (4347-307-13)
20-0073                          D1131                           1142   1      4   4   1 R           3 0 UB2D2_R10           (4347-306-13)
20-0073                          D1132                           1102   1      1   1   1 1           4 0 UB2_MUL6            (4495-15-13)
20-0073                          D1132                           1102   1      2   2   1 B           1 0 UB2D2_B11           (4347-311-13)
20-0073                          D1132                           1102   1      3   3   1 G           2 0 UB2D2_G11           (4347-310-13)
20-0073                          D1132                           1102   1      4   4   1 R           3 0 UB2D2_R11           (4347-309-13)
20-0073                          D1133                            782   1      1   1   1 1           4 0 UB2_MUL6            (4495-15-13)
20-0073                          D1133                            782   1      2   2   1 B           1 0 UB2D2_B14           (4347-314-13)
20-0073                          D1133                            782   1      3   3   1 G           2 0 UB2D2_G14           (4347-313-13)
20-0073                          D1133                            782   1      4   4   1 R           3 0 UB2D2_R14           (4347-312-13)
20-0073                          D1134                            702   1      1   1   1 1           4 0 UB2_MUL6            (4495-15-13)
20-0073                          D1134                            702   1      2   2   1 B           1 0 UB2D2_B12           (4347-317-13)
20-0073                          D1134                            702   1      3   3   1 G           2 0 UB2D2_G12           (4347-316-13)
20-0073                          D1134                            702   1      4   4   1 R           3 0 UB2D2_R12           (4347-315-13)
20-0073                          D1135                           1022   1      1   1   1 1           4 0 UB2_MUL6            (4495-15-13)
20-0073                          D1135                           1022   1      2   2   1 B           1 0 UB2D2_B15           (4347-320-13)
20-0073                          D1135                           1022   1      3   3   1 G           2 0 UB2D2_G15           (4347-319-13)
20-0073                          D1135                           1022   1      4   4   1 R           3 0 UB2D2_R15           (4347-318-13)
20-0073                          D1136                            742   1      1   1   1 1           4 0 UB2_MUL6            (4495-15-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D1136                            742   1      2   2   1 B           1 0 UB2D2_B13           (4347-323-13)
20-0073                          D1136                            742   1      3   3   1 G           2 0 UB2D2_G13           (4347-322-13)
20-0073                          D1136                            742   1      4   4   1 R           3 0 UB2D2_R13           (4347-321-13)
20-0073                          D1137                            658   1      1   1   1 1           4 0 UB2_MUL7            (4495-16-13)
20-0073                          D1137                            658   1      2   2   1 B           1 0 UB2D2_B0            (4347-278-13)
20-0073                          D1137                            658   1      3   3   1 G           2 0 UB2D2_G0            (4347-277-13)
20-0073                          D1137                            658   1      4   4   1 R           3 0 UB2D2_R0            (4347-276-13)
20-0073                          D1138                           1218   1      1   1   1 1           4 0 UB2_MUL7            (4495-16-13)
20-0073                          D1138                           1218   1      2   2   1 B           1 0 UB2D2_B3            (4347-281-13)
20-0073                          D1138                           1218   1      3   3   1 G           2 0 UB2D2_G3            (4347-280-13)
20-0073                          D1138                           1218   1      4   4   1 R           3 0 UB2D2_R3            (4347-279-13)
20-0073                          D1139                            938   1      1   1   1 1           4 0 UB2_MUL7            (4495-16-13)
20-0073                          D1139                            938   1      2   2   1 B           1 0 UB2D2_B1            (4347-284-13)
20-0073                          D1139                            938   1      3   3   1 G           2 0 UB2D2_G1            (4347-283-13)
20-0073                          D1139                            938   1      4   4   1 R           3 0 UB2D2_R1            (4347-282-13)
20-0073                          D1140                            978   1      1   1   1 1           4 0 UB2_MUL7            (4495-16-13)
20-0073                          D1140                            978   1      2   2   1 B           1 0 UB2D2_B4            (4347-287-13)
20-0073                          D1140                            978   1      3   3   1 G           2 0 UB2D2_G4            (4347-286-13)
20-0073                          D1140                            978   1      4   4   1 R           3 0 UB2D2_R4            (4347-285-13)
20-0073                          D1141                            898   1      1   1   1 1           4 0 UB2_MUL7            (4495-16-13)
20-0073                          D1141                            898   1      2   2   1 B           1 0 UB2D2_B2            (4347-290-13)
20-0073                          D1141                            898   1      3   3   1 G           2 0 UB2D2_G2            (4347-289-13)
20-0073                          D1141                            898   1      4   4   1 R           3 0 UB2D2_R2            (4347-288-13)
20-0073                          D1142                            858   1      1   1   1 1           4 0 UB2_MUL7            (4495-16-13)
20-0073                          D1142                            858   1      2   2   1 B           1 0 UB2D2_B5            (4347-293-13)
20-0073                          D1142                            858   1      3   3   1 G           2 0 UB2D2_G5            (4347-292-13)
20-0073                          D1142                            858   1      4   4   1 R           3 0 UB2D2_R5            (4347-291-13)
20-0073                          D1143                           1178   1      1   1   1 1           4 0 UB2_MUL7            (4495-16-13)
20-0073                          D1143                           1178   1      2   2   1 B           1 0 UB2D2_B8            (4347-296-13)
20-0073                          D1143                           1178   1      3   3   1 G           2 0 UB2D2_G8            (4347-295-13)
20-0073                          D1143                           1178   1      4   4   1 R           3 0 UB2D2_R8            (4347-294-13)
20-0073                          D1144                           1058   1      1   1   1 1           4 0 UB2_MUL7            (4495-16-13)
20-0073                          D1144                           1058   1      2   2   1 B           1 0 UB2D2_B6            (4347-299-13)
20-0073                          D1144                           1058   1      3   3   1 G           2 0 UB2D2_G6            (4347-298-13)
20-0073                          D1144                           1058   1      4   4   1 R           3 0 UB2D2_R6            (4347-297-13)
20-0073                          D1145                           1258   1      1   1   1 1           4 0 UB2_MUL7            (4495-16-13)
20-0073                          D1145                           1258   1      2   2   1 B           1 0 UB2D2_B9            (4347-302-13)
20-0073                          D1145                           1258   1      3   3   1 G           2 0 UB2D2_G9            (4347-301-13)
20-0073                          D1145                           1258   1      4   4   1 R           3 0 UB2D2_R9            (4347-300-13)
20-0073                          D1146                            818   1      1   1   1 1           4 0 UB2_MUL7            (4495-16-13)
20-0073                          D1146                            818   1      2   2   1 B           1 0 UB2D2_B7            (4347-305-13)
20-0073                          D1146                            818   1      3   3   1 G           2 0 UB2D2_G7            (4347-304-13)
20-0073                          D1146                            818   1      4   4   1 R           3 0 UB2D2_R7            (4347-303-13)
20-0073                          D1147                           1138   1      1   1   1 1           4 0 UB2_MUL7            (4495-16-13)
20-0073                          D1147                           1138   1      2   2   1 B           1 0 UB2D2_B10           (4347-308-13)
20-0073                          D1147                           1138   1      3   3   1 G           2 0 UB2D2_G10           (4347-307-13)
20-0073                          D1147                           1138   1      4   4   1 R           3 0 UB2D2_R10           (4347-306-13)
20-0073                          D1148                           1098   1      1   1   1 1           4 0 UB2_MUL7            (4495-16-13)
20-0073                          D1148                           1098   1      2   2   1 B           1 0 UB2D2_B11           (4347-311-13)
20-0073                          D1148                           1098   1      3   3   1 G           2 0 UB2D2_G11           (4347-310-13)
20-0073                          D1148                           1098   1      4   4   1 R           3 0 UB2D2_R11           (4347-309-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D1149                            778   1      1   1   1 1           4 0 UB2_MUL7            (4495-16-13)
20-0073                          D1149                            778   1      2   2   1 B           1 0 UB2D2_B14           (4347-314-13)
20-0073                          D1149                            778   1      3   3   1 G           2 0 UB2D2_G14           (4347-313-13)
20-0073                          D1149                            778   1      4   4   1 R           3 0 UB2D2_R14           (4347-312-13)
20-0073                          D1150                            698   1      1   1   1 1           4 0 UB2_MUL7            (4495-16-13)
20-0073                          D1150                            698   1      2   2   1 B           1 0 UB2D2_B12           (4347-317-13)
20-0073                          D1150                            698   1      3   3   1 G           2 0 UB2D2_G12           (4347-316-13)
20-0073                          D1150                            698   1      4   4   1 R           3 0 UB2D2_R12           (4347-315-13)
20-0073                          D1151                           1018   1      1   1   1 1           4 0 UB2_MUL7            (4495-16-13)
20-0073                          D1151                           1018   1      2   2   1 B           1 0 UB2D2_B15           (4347-320-13)
20-0073                          D1151                           1018   1      3   3   1 G           2 0 UB2D2_G15           (4347-319-13)
20-0073                          D1151                           1018   1      4   4   1 R           3 0 UB2D2_R15           (4347-318-13)
20-0073                          D1152                            738   1      1   1   1 1           4 0 UB2_MUL7            (4495-16-13)
20-0073                          D1152                            738   1      2   2   1 B           1 0 UB2D2_B13           (4347-323-13)
20-0073                          D1152                            738   1      3   3   1 G           2 0 UB2D2_G13           (4347-322-13)
20-0073                          D1152                            738   1      4   4   1 R           3 0 UB2D2_R13           (4347-321-13)
20-0073                          D1153                            671   1      1   1   1 1           4 0 UB3_MUL0            (4495-17-13)
20-0073                          D1153                            671   1      2   2   1 B           1 0 UB3D2_B0            (4347-333-13)
20-0073                          D1153                            671   1      3   3   1 G           2 0 UB3D2_G0            (4347-332-13)
20-0073                          D1153                            671   1      4   4   1 R           3 0 UB3D2_R0            (4347-331-13)
20-0073                          D1154                           1236   1      1   1   1 1           4 0 UB3_MUL0            (4495-17-13)
20-0073                          D1154                           1236   1      2   2   1 B           1 0 UB3D2_B3            (4347-336-13)
20-0073                          D1154                           1236   1      3   3   1 G           2 0 UB3D2_G3            (4347-335-13)
20-0073                          D1154                           1236   1      4   4   1 R           3 0 UB3D2_R3            (4347-334-13)
20-0073                          D1155                            951   1      1   1   1 1           4 0 UB3_MUL0            (4495-17-13)
20-0073                          D1155                            951   1      2   2   1 B           1 0 UB3D2_B1            (4347-339-13)
20-0073                          D1155                            951   1      3   3   1 G           2 0 UB3D2_G1            (4347-338-13)
20-0073                          D1155                            951   1      4   4   1 R           3 0 UB3D2_R1            (4347-337-13)
20-0073                          D1156                            996   1      1   1   1 1           4 0 UB3_MUL0            (4495-17-13)
20-0073                          D1156                            996   1      2   2   1 B           1 0 UB3D2_B4            (4347-342-13)
20-0073                          D1156                            996   1      3   3   1 G           2 0 UB3D2_G4            (4347-341-13)
20-0073                          D1156                            996   1      4   4   1 R           3 0 UB3D2_R4            (4347-340-13)
20-0073                          D1157                            916   1      1   1   1 1           4 0 UB3_MUL0            (4495-17-13)
20-0073                          D1157                            916   1      2   2   1 B           1 0 UB3D2_B2            (4347-345-13)
20-0073                          D1157                            916   1      3   3   1 G           2 0 UB3D2_G2            (4347-344-13)
20-0073                          D1157                            916   1      4   4   1 R           3 0 UB3D2_R2            (4347-343-13)
20-0073                          D1158                            876   1      1   1   1 1           4 0 UB3_MUL0            (4495-17-13)
20-0073                          D1158                            876   1      2   2   1 B           1 0 UB3D2_B5            (4347-348-13)
20-0073                          D1158                            876   1      3   3   1 G           2 0 UB3D2_G5            (4347-347-13)
20-0073                          D1158                            876   1      4   4   1 R           3 0 UB3D2_R5            (4347-346-13)
20-0073                          D1159                           1196   1      1   1   1 1           4 0 UB3_MUL0            (4495-17-13)
20-0073                          D1159                           1196   1      2   2   1 B           1 0 UB3D2_B8            (4347-351-13)
20-0073                          D1159                           1196   1      3   3   1 G           2 0 UB3D2_G8            (4347-350-13)
20-0073                          D1159                           1196   1      4   4   1 R           3 0 UB3D2_R8            (4347-349-13)
20-0073                          D1160                           1076   1      1   1   1 1           4 0 UB3_MUL0            (4495-17-13)
20-0073                          D1160                           1076   1      2   2   1 B           1 0 UB3D2_B6            (4347-354-13)
20-0073                          D1160                           1076   1      3   3   1 G           2 0 UB3D2_G6            (4347-353-13)
20-0073                          D1160                           1076   1      4   4   1 R           3 0 UB3D2_R6            (4347-352-13)
20-0073                          D1161                           1281   1      1   1   1 1           4 0 UB3_MUL0            (4495-17-13)
20-0073                          D1161                           1281   1      2   2   1 B           1 0 UB3D2_B9            (4347-357-13)
20-0073                          D1161                           1281   1      3   3   1 G           2 0 UB3D2_G9            (4347-356-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D1161                           1281   1      4   4   1 R           3 0 UB3D2_R9            (4347-355-13)
20-0073                          D1162                            836   1      1   1   1 1           4 0 UB3_MUL0            (4495-17-13)
20-0073                          D1162                            836   1      2   2   1 B           1 0 UB3D2_B7            (4347-360-13)
20-0073                          D1162                            836   1      3   3   1 G           2 0 UB3D2_G7            (4347-359-13)
20-0073                          D1162                            836   1      4   4   1 R           3 0 UB3D2_R7            (4347-358-13)
20-0073                          D1163                           1156   1      1   1   1 1           4 0 UB3_MUL0            (4495-17-13)
20-0073                          D1163                           1156   1      2   2   1 B           1 0 UB3D2_B10           (4347-363-13)
20-0073                          D1163                           1156   1      3   3   1 G           2 0 UB3D2_G10           (4347-362-13)
20-0073                          D1163                           1156   1      4   4   1 R           3 0 UB3D2_R10           (4347-361-13)
20-0073                          D1164                           1116   1      1   1   1 1           4 0 UB3_MUL0            (4495-17-13)
20-0073                          D1164                           1116   1      2   2   1 B           1 0 UB3D2_B11           (4347-366-13)
20-0073                          D1164                           1116   1      3   3   1 G           2 0 UB3D2_G11           (4347-365-13)
20-0073                          D1164                           1116   1      4   4   1 R           3 0 UB3D2_R11           (4347-364-13)
20-0073                          D1165                            796   1      1   1   1 1           4 0 UB3_MUL0            (4495-17-13)
20-0073                          D1165                            796   1      2   2   1 B           1 0 UB3D2_B14           (4347-369-13)
20-0073                          D1165                            796   1      3   3   1 G           2 0 UB3D2_G14           (4347-368-13)
20-0073                          D1165                            796   1      4   4   1 R           3 0 UB3D2_R14           (4347-367-13)
20-0073                          D1166                            721   1      1   1   1 1           4 0 UB3_MUL0            (4495-17-13)
20-0073                          D1166                            721   1      2   2   1 B           1 0 UB3D2_B12           (4347-372-13)
20-0073                          D1166                            721   1      3   3   1 G           2 0 UB3D2_G12           (4347-371-13)
20-0073                          D1166                            721   1      4   4   1 R           3 0 UB3D2_R12           (4347-370-13)
20-0073                          D1167                           1041   1      1   1   1 1           4 0 UB3_MUL0            (4495-17-13)
20-0073                          D1167                           1041   1      2   2   1 B           1 0 UB3D2_B15           (4347-375-13)
20-0073                          D1167                           1041   1      3   3   1 G           2 0 UB3D2_G15           (4347-374-13)
20-0073                          D1167                           1041   1      4   4   1 R           3 0 UB3D2_R15           (4347-373-13)
20-0073                          D1168                            761   1      1   1   1 1           4 0 UB3_MUL0            (4495-17-13)
20-0073                          D1168                            761   1      2   2   1 B           1 0 UB3D2_B13           (4347-378-13)
20-0073                          D1168                            761   1      3   3   1 G           2 0 UB3D2_G13           (4347-377-13)
20-0073                          D1168                            761   1      4   4   1 R           3 0 UB3D2_R13           (4347-376-13)
20-0073                          D1169                            676   1      1   1   1 1           4 0 UB3_MUL1            (4495-18-13)
20-0073                          D1169                            676   1      2   2   1 B           1 0 UB3D2_B0            (4347-333-13)
20-0073                          D1169                            676   1      3   3   1 G           2 0 UB3D2_G0            (4347-332-13)
20-0073                          D1169                            676   1      4   4   1 R           3 0 UB3D2_R0            (4347-331-13)
20-0073                          D1170                           1241   1      1   1   1 1           4 0 UB3_MUL1            (4495-18-13)
20-0073                          D1170                           1241   1      2   2   1 B           1 0 UB3D2_B3            (4347-336-13)
20-0073                          D1170                           1241   1      3   3   1 G           2 0 UB3D2_G3            (4347-335-13)
20-0073                          D1170                           1241   1      4   4   1 R           3 0 UB3D2_R3            (4347-334-13)
20-0073                          D1171                            956   1      1   1   1 1           4 0 UB3_MUL1            (4495-18-13)
20-0073                          D1171                            956   1      2   2   1 B           1 0 UB3D2_B1            (4347-339-13)
20-0073                          D1171                            956   1      3   3   1 G           2 0 UB3D2_G1            (4347-338-13)
20-0073                          D1171                            956   1      4   4   1 R           3 0 UB3D2_R1            (4347-337-13)
20-0073                          D1172                           1001   1      1   1   1 1           4 0 UB3_MUL1            (4495-18-13)
20-0073                          D1172                           1001   1      2   2   1 B           1 0 UB3D2_B4            (4347-342-13)
20-0073                          D1172                           1001   1      3   3   1 G           2 0 UB3D2_G4            (4347-341-13)
20-0073                          D1172                           1001   1      4   4   1 R           3 0 UB3D2_R4            (4347-340-13)
20-0073                          D1173                            921   1      1   1   1 1           4 0 UB3_MUL1            (4495-18-13)
20-0073                          D1173                            921   1      2   2   1 B           1 0 UB3D2_B2            (4347-345-13)
20-0073                          D1173                            921   1      3   3   1 G           2 0 UB3D2_G2            (4347-344-13)
20-0073                          D1173                            921   1      4   4   1 R           3 0 UB3D2_R2            (4347-343-13)
20-0073                          D1174                            881   1      1   1   1 1           4 0 UB3_MUL1            (4495-18-13)
20-0073                          D1174                            881   1      2   2   1 B           1 0 UB3D2_B5            (4347-348-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D1174                            881   1      3   3   1 G           2 0 UB3D2_G5            (4347-347-13)
20-0073                          D1174                            881   1      4   4   1 R           3 0 UB3D2_R5            (4347-346-13)
20-0073                          D1175                           1191   1      1   1   1 1           4 0 UB3_MUL1            (4495-18-13)
20-0073                          D1175                           1191   1      2   2   1 B           1 0 UB3D2_B8            (4347-351-13)
20-0073                          D1175                           1191   1      3   3   1 G           2 0 UB3D2_G8            (4347-350-13)
20-0073                          D1175                           1191   1      4   4   1 R           3 0 UB3D2_R8            (4347-349-13)
20-0073                          D1176                           1071   1      1   1   1 1           4 0 UB3_MUL1            (4495-18-13)
20-0073                          D1176                           1071   1      2   2   1 B           1 0 UB3D2_B6            (4347-354-13)
20-0073                          D1176                           1071   1      3   3   1 G           2 0 UB3D2_G6            (4347-353-13)
20-0073                          D1176                           1071   1      4   4   1 R           3 0 UB3D2_R6            (4347-352-13)
20-0073                          D1177                           1276   1      1   1   1 1           4 0 UB3_MUL1            (4495-18-13)
20-0073                          D1177                           1276   1      2   2   1 B           1 0 UB3D2_B9            (4347-357-13)
20-0073                          D1177                           1276   1      3   3   1 G           2 0 UB3D2_G9            (4347-356-13)
20-0073                          D1177                           1276   1      4   4   1 R           3 0 UB3D2_R9            (4347-355-13)
20-0073                          D1178                            831   1      1   1   1 1           4 0 UB3_MUL1            (4495-18-13)
20-0073                          D1178                            831   1      2   2   1 B           1 0 UB3D2_B7            (4347-360-13)
20-0073                          D1178                            831   1      3   3   1 G           2 0 UB3D2_G7            (4347-359-13)
20-0073                          D1178                            831   1      4   4   1 R           3 0 UB3D2_R7            (4347-358-13)
20-0073                          D1179                           1151   1      1   1   1 1           4 0 UB3_MUL1            (4495-18-13)
20-0073                          D1179                           1151   1      2   2   1 B           1 0 UB3D2_B10           (4347-363-13)
20-0073                          D1179                           1151   1      3   3   1 G           2 0 UB3D2_G10           (4347-362-13)
20-0073                          D1179                           1151   1      4   4   1 R           3 0 UB3D2_R10           (4347-361-13)
20-0073                          D1180                           1111   1      1   1   1 1           4 0 UB3_MUL1            (4495-18-13)
20-0073                          D1180                           1111   1      2   2   1 B           1 0 UB3D2_B11           (4347-366-13)
20-0073                          D1180                           1111   1      3   3   1 G           2 0 UB3D2_G11           (4347-365-13)
20-0073                          D1180                           1111   1      4   4   1 R           3 0 UB3D2_R11           (4347-364-13)
20-0073                          D1181                            791   1      1   1   1 1           4 0 UB3_MUL1            (4495-18-13)
20-0073                          D1181                            791   1      2   2   1 B           1 0 UB3D2_B14           (4347-369-13)
20-0073                          D1181                            791   1      3   3   1 G           2 0 UB3D2_G14           (4347-368-13)
20-0073                          D1181                            791   1      4   4   1 R           3 0 UB3D2_R14           (4347-367-13)
20-0073                          D1182                            716   1      1   1   1 1           4 0 UB3_MUL1            (4495-18-13)
20-0073                          D1182                            716   1      2   2   1 B           1 0 UB3D2_B12           (4347-372-13)
20-0073                          D1182                            716   1      3   3   1 G           2 0 UB3D2_G12           (4347-371-13)
20-0073                          D1182                            716   1      4   4   1 R           3 0 UB3D2_R12           (4347-370-13)
20-0073                          D1183                           1036   1      1   1   1 1           4 0 UB3_MUL1            (4495-18-13)
20-0073                          D1183                           1036   1      2   2   1 B           1 0 UB3D2_B15           (4347-375-13)
20-0073                          D1183                           1036   1      3   3   1 G           2 0 UB3D2_G15           (4347-374-13)
20-0073                          D1183                           1036   1      4   4   1 R           3 0 UB3D2_R15           (4347-373-13)
20-0073                          D1184                            756   1      1   1   1 1           4 0 UB3_MUL1            (4495-18-13)
20-0073                          D1184                            756   1      2   2   1 B           1 0 UB3D2_B13           (4347-378-13)
20-0073                          D1184                            756   1      3   3   1 G           2 0 UB3D2_G13           (4347-377-13)
20-0073                          D1184                            756   1      4   4   1 R           3 0 UB3D2_R13           (4347-376-13)
20-0073                          D1185                            681   1      1   1   1 1           4 0 UB3_MUL2            (4495-19-13)
20-0073                          D1185                            681   1      2   2   1 B           1 0 UB3D2_B0            (4347-333-13)
20-0073                          D1185                            681   1      3   3   1 G           2 0 UB3D2_G0            (4347-332-13)
20-0073                          D1185                            681   1      4   4   1 R           3 0 UB3D2_R0            (4347-331-13)
20-0073                          D1186                           1246   1      1   1   1 1           4 0 UB3_MUL2            (4495-19-13)
20-0073                          D1186                           1246   1      2   2   1 B           1 0 UB3D2_B3            (4347-336-13)
20-0073                          D1186                           1246   1      3   3   1 G           2 0 UB3D2_G3            (4347-335-13)
20-0073                          D1186                           1246   1      4   4   1 R           3 0 UB3D2_R3            (4347-334-13)
20-0073                          D1187                            961   1      1   1   1 1           4 0 UB3_MUL2            (4495-19-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D1187                            961   1      2   2   1 B           1 0 UB3D2_B1            (4347-339-13)
20-0073                          D1187                            961   1      3   3   1 G           2 0 UB3D2_G1            (4347-338-13)
20-0073                          D1187                            961   1      4   4   1 R           3 0 UB3D2_R1            (4347-337-13)
20-0073                          D1188                           1006   1      1   1   1 1           4 0 UB3_MUL2            (4495-19-13)
20-0073                          D1188                           1006   1      2   2   1 B           1 0 UB3D2_B4            (4347-342-13)
20-0073                          D1188                           1006   1      3   3   1 G           2 0 UB3D2_G4            (4347-341-13)
20-0073                          D1188                           1006   1      4   4   1 R           3 0 UB3D2_R4            (4347-340-13)
20-0073                          D1189                            926   1      1   1   1 1           4 0 UB3_MUL2            (4495-19-13)
20-0073                          D1189                            926   1      2   2   1 B           1 0 UB3D2_B2            (4347-345-13)
20-0073                          D1189                            926   1      3   3   1 G           2 0 UB3D2_G2            (4347-344-13)
20-0073                          D1189                            926   1      4   4   1 R           3 0 UB3D2_R2            (4347-343-13)
20-0073                          D1190                            886   1      1   1   1 1           4 0 UB3_MUL2            (4495-19-13)
20-0073                          D1190                            886   1      2   2   1 B           1 0 UB3D2_B5            (4347-348-13)
20-0073                          D1190                            886   1      3   3   1 G           2 0 UB3D2_G5            (4347-347-13)
20-0073                          D1190                            886   1      4   4   1 R           3 0 UB3D2_R5            (4347-346-13)
20-0073                          D1191                           1201   1      1   1   1 1           4 0 UB3_MUL2            (4495-19-13)
20-0073                          D1191                           1201   1      2   2   1 B           1 0 UB3D2_B8            (4347-351-13)
20-0073                          D1191                           1201   1      3   3   1 G           2 0 UB3D2_G8            (4347-350-13)
20-0073                          D1191                           1201   1      4   4   1 R           3 0 UB3D2_R8            (4347-349-13)
20-0073                          D1192                           1081   1      1   1   1 1           4 0 UB3_MUL2            (4495-19-13)
20-0073                          D1192                           1081   1      2   2   1 B           1 0 UB3D2_B6            (4347-354-13)
20-0073                          D1192                           1081   1      3   3   1 G           2 0 UB3D2_G6            (4347-353-13)
20-0073                          D1192                           1081   1      4   4   1 R           3 0 UB3D2_R6            (4347-352-13)
20-0073                          D1193                           1286   1      1   1   1 1           4 0 UB3_MUL2            (4495-19-13)
20-0073                          D1193                           1286   1      2   2   1 B           1 0 UB3D2_B9            (4347-357-13)
