
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D462                             715   1      4   4   1 R           3 0 UB1D2_R12           (4347-40-13)
20-0073                          D463                            1055   1      1   1   1 1           4 0 UB1_MUL4            (4495-5-13)
20-0073                          D463                            1055   1      2   2   1 B           1 0 UB1D2_B15           (4347-45-13)
20-0073                          D463                            1055   1      3   3   1 G           2 0 UB1D2_G15           (4347-44-13)
20-0073                          D463                            1055   1      4   4   1 R           3 0 UB1D2_R15           (4347-43-13)
20-0073                          D464                             755   1      1   1   1 1           4 0 UB1_MUL4            (4495-5-13)
20-0073                          D464                             755   1      2   2   1 B           1 0 UB1D2_B13           (4347-48-13)
20-0073                          D464                             755   1      3   3   1 G           2 0 UB1D2_G13           (4347-47-13)
20-0073                          D464                             755   1      4   4   1 R           3 0 UB1D2_R13           (4347-46-13)
20-0073                          D465                             670   1      1   1   1 1           4 0 UB1_MUL5            (4495-6-13)
20-0073                          D465                             670   1      2   2   1 B           1 0 UB1D2_B0            (4347-3-13)
20-0073                          D465                             670   1      3   3   1 G           2 0 UB1D2_G0            (4347-2-13)
20-0073                          D465                             670   1      4   4   1 R           3 0 UB1D2_R0            (4347-1-13)
20-0073                          D466                            1230   1      1   1   1 1           4 0 UB1_MUL5            (4495-6-13)
20-0073                          D466                            1230   1      2   2   1 B           1 0 UB1D2_B3            (4347-6-13)
20-0073                          D466                            1230   1      3   3   1 G           2 0 UB1D2_G3            (4347-5-13)
20-0073                          D466                            1230   1      4   4   1 R           3 0 UB1D2_R3            (4347-4-13)
20-0073                          D467                             950   1      1   1   1 1           4 0 UB1_MUL5            (4495-6-13)
20-0073                          D467                             950   1      2   2   1 B           1 0 UB1D2_B1            (4347-9-13)
20-0073                          D467                             950   1      3   3   1 G           2 0 UB1D2_G1            (4347-8-13)
20-0073                          D467                             950   1      4   4   1 R           3 0 UB1D2_R1            (4347-7-13)
20-0073                          D468                             990   1      1   1   1 1           4 0 UB1_MUL5            (4495-6-13)
20-0073                          D468                             990   1      2   2   1 B           1 0 UB1D2_B4            (4347-12-13)
20-0073                          D468                             990   1      3   3   1 G           2 0 UB1D2_G4            (4347-11-13)
20-0073                          D468                             990   1      4   4   1 R           3 0 UB1D2_R4            (4347-10-13)
20-0073                          D469                             910   1      1   1   1 1           4 0 UB1_MUL5            (4495-6-13)
20-0073                          D469                             910   1      2   2   1 B           1 0 UB1D2_B2            (4347-15-13)
20-0073                          D469                             910   1      3   3   1 G           2 0 UB1D2_G2            (4347-14-13)
20-0073                          D469                             910   1      4   4   1 R           3 0 UB1D2_R2            (4347-13-13)
20-0073                          D470                             870   1      1   1   1 1           4 0 UB1_MUL5            (4495-6-13)
20-0073                          D470                             870   1      2   2   1 B           1 0 UB1D2_B5            (4347-18-13)
20-0073                          D470                             870   1      3   3   1 G           2 0 UB1D2_G5            (4347-17-13)
20-0073                          D470                             870   1      4   4   1 R           3 0 UB1D2_R5            (4347-16-13)
20-0073                          D471                            1190   1      1   1   1 1           4 0 UB1_MUL5            (4495-6-13)
20-0073                          D471                            1190   1      2   2   1 B           1 0 UB1D2_B8            (4347-21-13)
20-0073                          D471                            1190   1      3   3   1 G           2 0 UB1D2_G8            (4347-20-13)
20-0073                          D471                            1190   1      4   4   1 R           3 0 UB1D2_R8            (4347-19-13)
20-0073                          D472                            1070   1      1   1   1 1           4 0 UB1_MUL5            (4495-6-13)
20-0073                          D472                            1070   1      2   2   1 B           1 0 UB1D2_B6            (4347-24-13)
20-0073                          D472                            1070   1      3   3   1 G           2 0 UB1D2_G6            (4347-23-13)
20-0073                          D472                            1070   1      4   4   1 R           3 0 UB1D2_R6            (4347-22-13)
20-0073                          D473                            1270   1      1   1   1 1           4 0 UB1_MUL5            (4495-6-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D473                            1270   1      2   2   1 B           1 0 UB1D2_B9            (4347-27-13)
20-0073                          D473                            1270   1      3   3   1 G           2 0 UB1D2_G9            (4347-26-13)
20-0073                          D473                            1270   1      4   4   1 R           3 0 UB1D2_R9            (4347-25-13)
20-0073                          D474                             830   1      1   1   1 1           4 0 UB1_MUL5            (4495-6-13)
20-0073                          D474                             830   1      2   2   1 B           1 0 UB1D2_B7            (4347-30-13)
20-0073                          D474                             830   1      3   3   1 G           2 0 UB1D2_G7            (4347-29-13)
20-0073                          D474                             830   1      4   4   1 R           3 0 UB1D2_R7            (4347-28-13)
20-0073                          D475                            1150   1      1   1   1 1           4 0 UB1_MUL5            (4495-6-13)
20-0073                          D475                            1150   1      2   2   1 B           1 0 UB1D2_B10           (4347-33-13)
20-0073                          D475                            1150   1      3   3   1 G           2 0 UB1D2_G10           (4347-32-13)
20-0073                          D475                            1150   1      4   4   1 R           3 0 UB1D2_R10           (4347-31-13)
20-0073                          D476                            1110   1      1   1   1 1           4 0 UB1_MUL5            (4495-6-13)
20-0073                          D476                            1110   1      2   2   1 B           1 0 UB1D2_B11           (4347-36-13)
20-0073                          D476                            1110   1      3   3   1 G           2 0 UB1D2_G11           (4347-35-13)
20-0073                          D476                            1110   1      4   4   1 R           3 0 UB1D2_R11           (4347-34-13)
20-0073                          D477                             790   1      1   1   1 1           4 0 UB1_MUL5            (4495-6-13)
20-0073                          D477                             790   1      2   2   1 B           1 0 UB1D2_B14           (4347-39-13)
20-0073                          D477                             790   1      3   3   1 G           2 0 UB1D2_G14           (4347-38-13)
20-0073                          D477                             790   1      4   4   1 R           3 0 UB1D2_R14           (4347-37-13)
20-0073                          D478                             710   1      1   1   1 1           4 0 UB1_MUL5            (4495-6-13)
20-0073                          D478                             710   1      2   2   1 B           1 0 UB1D2_B12           (4347-42-13)
20-0073                          D478                             710   1      3   3   1 G           2 0 UB1D2_G12           (4347-41-13)
20-0073                          D478                             710   1      4   4   1 R           3 0 UB1D2_R12           (4347-40-13)
20-0073                          D479                            1030   1      1   1   1 1           4 0 UB1_MUL5            (4495-6-13)
20-0073                          D479                            1030   1      2   2   1 B           1 0 UB1D2_B15           (4347-45-13)
20-0073                          D479                            1030   1      3   3   1 G           2 0 UB1D2_G15           (4347-44-13)
20-0073                          D479                            1030   1      4   4   1 R           3 0 UB1D2_R15           (4347-43-13)
20-0073                          D480                             750   1      1   1   1 1           4 0 UB1_MUL5            (4495-6-13)
20-0073                          D480                             750   1      2   2   1 B           1 0 UB1D2_B13           (4347-48-13)
20-0073                          D480                             750   1      3   3   1 G           2 0 UB1D2_G13           (4347-47-13)
20-0073                          D480                             750   1      4   4   1 R           3 0 UB1D2_R13           (4347-46-13)
20-0073                          D481                             665   1      1   1   1 1           4 0 UB1_MUL6            (4495-7-13)
20-0073                          D481                             665   1      2   2   1 B           1 0 UB1D2_B0            (4347-3-13)
20-0073                          D481                             665   1      3   3   1 G           2 0 UB1D2_G0            (4347-2-13)
20-0073                          D481                             665   1      4   4   1 R           3 0 UB1D2_R0            (4347-1-13)
20-0073                          D482                            1225   1      1   1   1 1           4 0 UB1_MUL6            (4495-7-13)
20-0073                          D482                            1225   1      2   2   1 B           1 0 UB1D2_B3            (4347-6-13)
20-0073                          D482                            1225   1      3   3   1 G           2 0 UB1D2_G3            (4347-5-13)
20-0073                          D482                            1225   1      4   4   1 R           3 0 UB1D2_R3            (4347-4-13)
20-0073                          D483                             945   1      1   1   1 1           4 0 UB1_MUL6            (4495-7-13)
20-0073                          D483                             945   1      2   2   1 B           1 0 UB1D2_B1            (4347-9-13)
20-0073                          D483                             945   1      3   3   1 G           2 0 UB1D2_G1            (4347-8-13)
20-0073                          D483                             945   1      4   4   1 R           3 0 UB1D2_R1            (4347-7-13)
20-0073                          D484                             985   1      1   1   1 1           4 0 UB1_MUL6            (4495-7-13)
20-0073                          D484                             985   1      2   2   1 B           1 0 UB1D2_B4            (4347-12-13)
20-0073                          D484                             985   1      3   3   1 G           2 0 UB1D2_G4            (4347-11-13)
20-0073                          D484                             985   1      4   4   1 R           3 0 UB1D2_R4            (4347-10-13)
20-0073                          D485                             905   1      1   1   1 1           4 0 UB1_MUL6            (4495-7-13)
20-0073                          D485                             905   1      2   2   1 B           1 0 UB1D2_B2            (4347-15-13)
20-0073                          D485                             905   1      3   3   1 G           2 0 UB1D2_G2            (4347-14-13)
20-0073                          D485                             905   1      4   4   1 R           3 0 UB1D2_R2            (4347-13-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D486                             865   1      1   1   1 1           4 0 UB1_MUL6            (4495-7-13)
20-0073                          D486                             865   1      2   2   1 B           1 0 UB1D2_B5            (4347-18-13)
20-0073                          D486                             865   1      3   3   1 G           2 0 UB1D2_G5            (4347-17-13)
20-0073                          D486                             865   1      4   4   1 R           3 0 UB1D2_R5            (4347-16-13)
20-0073                          D487                            1185   1      1   1   1 1           4 0 UB1_MUL6            (4495-7-13)
20-0073                          D487                            1185   1      2   2   1 B           1 0 UB1D2_B8            (4347-21-13)
20-0073                          D487                            1185   1      3   3   1 G           2 0 UB1D2_G8            (4347-20-13)
20-0073                          D487                            1185   1      4   4   1 R           3 0 UB1D2_R8            (4347-19-13)
20-0073                          D488                            1065   1      1   1   1 1           4 0 UB1_MUL6            (4495-7-13)
20-0073                          D488                            1065   1      2   2   1 B           1 0 UB1D2_B6            (4347-24-13)
20-0073                          D488                            1065   1      3   3   1 G           2 0 UB1D2_G6            (4347-23-13)
20-0073                          D488                            1065   1      4   4   1 R           3 0 UB1D2_R6            (4347-22-13)
20-0073                          D489                            1265   1      1   1   1 1           4 0 UB1_MUL6            (4495-7-13)
20-0073                          D489                            1265   1      2   2   1 B           1 0 UB1D2_B9            (4347-27-13)
20-0073                          D489                            1265   1      3   3   1 G           2 0 UB1D2_G9            (4347-26-13)
20-0073                          D489                            1265   1      4   4   1 R           3 0 UB1D2_R9            (4347-25-13)
20-0073                          D490                             825   1      1   1   1 1           4 0 UB1_MUL6            (4495-7-13)
20-0073                          D490                             825   1      2   2   1 B           1 0 UB1D2_B7            (4347-30-13)
20-0073                          D490                             825   1      3   3   1 G           2 0 UB1D2_G7            (4347-29-13)
20-0073                          D490                             825   1      4   4   1 R           3 0 UB1D2_R7            (4347-28-13)
20-0073                          D491                            1145   1      1   1   1 1           4 0 UB1_MUL6            (4495-7-13)
20-0073                          D491                            1145   1      2   2   1 B           1 0 UB1D2_B10           (4347-33-13)
20-0073                          D491                            1145   1      3   3   1 G           2 0 UB1D2_G10           (4347-32-13)
20-0073                          D491                            1145   1      4   4   1 R           3 0 UB1D2_R10           (4347-31-13)
20-0073                          D492                            1105   1      1   1   1 1           4 0 UB1_MUL6            (4495-7-13)
20-0073                          D492                            1105   1      2   2   1 B           1 0 UB1D2_B11           (4347-36-13)
20-0073                          D492                            1105   1      3   3   1 G           2 0 UB1D2_G11           (4347-35-13)
20-0073                          D492                            1105   1      4   4   1 R           3 0 UB1D2_R11           (4347-34-13)
20-0073                          D493                             785   1      1   1   1 1           4 0 UB1_MUL6            (4495-7-13)
20-0073                          D493                             785   1      2   2   1 B           1 0 UB1D2_B14           (4347-39-13)
20-0073                          D493                             785   1      3   3   1 G           2 0 UB1D2_G14           (4347-38-13)
20-0073                          D493                             785   1      4   4   1 R           3 0 UB1D2_R14           (4347-37-13)
20-0073                          D494                             705   1      1   1   1 1           4 0 UB1_MUL6            (4495-7-13)
20-0073                          D494                             705   1      2   2   1 B           1 0 UB1D2_B12           (4347-42-13)
20-0073                          D494                             705   1      3   3   1 G           2 0 UB1D2_G12           (4347-41-13)
20-0073                          D494                             705   1      4   4   1 R           3 0 UB1D2_R12           (4347-40-13)
20-0073                          D495                            1025   1      1   1   1 1           4 0 UB1_MUL6            (4495-7-13)
20-0073                          D495                            1025   1      2   2   1 B           1 0 UB1D2_B15           (4347-45-13)
20-0073                          D495                            1025   1      3   3   1 G           2 0 UB1D2_G15           (4347-44-13)
20-0073                          D495                            1025   1      4   4   1 R           3 0 UB1D2_R15           (4347-43-13)
20-0073                          D496                             745   1      1   1   1 1           4 0 UB1_MUL6            (4495-7-13)
20-0073                          D496                             745   1      2   2   1 B           1 0 UB1D2_B13           (4347-48-13)
20-0073                          D496                             745   1      3   3   1 G           2 0 UB1D2_G13           (4347-47-13)
20-0073                          D496                             745   1      4   4   1 R           3 0 UB1D2_R13           (4347-46-13)
20-0073                          D497                             660   1      1   1   1 1           4 0 UB1_MUL7            (4495-8-13)
20-0073                          D497                             660   1      2   2   1 B           1 0 UB1D2_B0            (4347-3-13)
20-0073                          D497                             660   1      3   3   1 G           2 0 UB1D2_G0            (4347-2-13)
20-0073                          D497                             660   1      4   4   1 R           3 0 UB1D2_R0            (4347-1-13)
20-0073                          D498                            1220   1      1   1   1 1           4 0 UB1_MUL7            (4495-8-13)
20-0073                          D498                            1220   1      2   2   1 B           1 0 UB1D2_B3            (4347-6-13)
20-0073                          D498                            1220   1      3   3   1 G           2 0 UB1D2_G3            (4347-5-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D498                            1220   1      4   4   1 R           3 0 UB1D2_R3            (4347-4-13)
20-0073                          D499                             940   1      1   1   1 1           4 0 UB1_MUL7            (4495-8-13)
20-0073                          D499                             940   1      2   2   1 B           1 0 UB1D2_B1            (4347-9-13)
20-0073                          D499                             940   1      3   3   1 G           2 0 UB1D2_G1            (4347-8-13)
20-0073                          D499                             940   1      4   4   1 R           3 0 UB1D2_R1            (4347-7-13)
20-0073                          D500                             980   1      1   1   1 1           4 0 UB1_MUL7            (4495-8-13)
20-0073                          D500                             980   1      2   2   1 B           1 0 UB1D2_B4            (4347-12-13)
20-0073                          D500                             980   1      3   3   1 G           2 0 UB1D2_G4            (4347-11-13)
20-0073                          D500                             980   1      4   4   1 R           3 0 UB1D2_R4            (4347-10-13)
20-0073                          D501                             900   1      1   1   1 1           4 0 UB1_MUL7            (4495-8-13)
20-0073                          D501                             900   1      2   2   1 B           1 0 UB1D2_B2            (4347-15-13)
20-0073                          D501                             900   1      3   3   1 G           2 0 UB1D2_G2            (4347-14-13)
20-0073                          D501                             900   1      4   4   1 R           3 0 UB1D2_R2            (4347-13-13)
20-0073                          D502                             860   1      1   1   1 1           4 0 UB1_MUL7            (4495-8-13)
20-0073                          D502                             860   1      2   2   1 B           1 0 UB1D2_B5            (4347-18-13)
20-0073                          D502                             860   1      3   3   1 G           2 0 UB1D2_G5            (4347-17-13)
20-0073                          D502                             860   1      4   4   1 R           3 0 UB1D2_R5            (4347-16-13)
20-0073                          D503                            1180   1      1   1   1 1           4 0 UB1_MUL7            (4495-8-13)
20-0073                          D503                            1180   1      2   2   1 B           1 0 UB1D2_B8            (4347-21-13)
20-0073                          D503                            1180   1      3   3   1 G           2 0 UB1D2_G8            (4347-20-13)
20-0073                          D503                            1180   1      4   4   1 R           3 0 UB1D2_R8            (4347-19-13)
20-0073                          D504                            1060   1      1   1   1 1           4 0 UB1_MUL7            (4495-8-13)
20-0073                          D504                            1060   1      2   2   1 B           1 0 UB1D2_B6            (4347-24-13)
20-0073                          D504                            1060   1      3   3   1 G           2 0 UB1D2_G6            (4347-23-13)
20-0073                          D504                            1060   1      4   4   1 R           3 0 UB1D2_R6            (4347-22-13)
20-0073                          D505                            1260   1      1   1   1 1           4 0 UB1_MUL7            (4495-8-13)
20-0073                          D505                            1260   1      2   2   1 B           1 0 UB1D2_B9            (4347-27-13)
20-0073                          D505                            1260   1      3   3   1 G           2 0 UB1D2_G9            (4347-26-13)
20-0073                          D505                            1260   1      4   4   1 R           3 0 UB1D2_R9            (4347-25-13)
20-0073                          D506                             820   1      1   1   1 1           4 0 UB1_MUL7            (4495-8-13)
20-0073                          D506                             820   1      2   2   1 B           1 0 UB1D2_B7            (4347-30-13)
20-0073                          D506                             820   1      3   3   1 G           2 0 UB1D2_G7            (4347-29-13)
20-0073                          D506                             820   1      4   4   1 R           3 0 UB1D2_R7            (4347-28-13)
20-0073                          D507                            1140   1      1   1   1 1           4 0 UB1_MUL7            (4495-8-13)
20-0073                          D507                            1140   1      2   2   1 B           1 0 UB1D2_B10           (4347-33-13)
20-0073                          D507                            1140   1      3   3   1 G           2 0 UB1D2_G10           (4347-32-13)
20-0073                          D507                            1140   1      4   4   1 R           3 0 UB1D2_R10           (4347-31-13)
20-0073                          D508                            1100   1      1   1   1 1           4 0 UB1_MUL7            (4495-8-13)
20-0073                          D508                            1100   1      2   2   1 B           1 0 UB1D2_B11           (4347-36-13)
20-0073                          D508                            1100   1      3   3   1 G           2 0 UB1D2_G11           (4347-35-13)
20-0073                          D508                            1100   1      4   4   1 R           3 0 UB1D2_R11           (4347-34-13)
20-0073                          D509                             780   1      1   1   1 1           4 0 UB1_MUL7            (4495-8-13)
20-0073                          D509                             780   1      2   2   1 B           1 0 UB1D2_B14           (4347-39-13)
20-0073                          D509                             780   1      3   3   1 G           2 0 UB1D2_G14           (4347-38-13)
20-0073                          D509                             780   1      4   4   1 R           3 0 UB1D2_R14           (4347-37-13)
20-0073                          D510                             700   1      1   1   1 1           4 0 UB1_MUL7            (4495-8-13)
20-0073                          D510                             700   1      2   2   1 B           1 0 UB1D2_B12           (4347-42-13)
20-0073                          D510                             700   1      3   3   1 G           2 0 UB1D2_G12           (4347-41-13)
20-0073                          D510                             700   1      4   4   1 R           3 0 UB1D2_R12           (4347-40-13)
20-0073                          D511                            1020   1      1   1   1 1           4 0 UB1_MUL7            (4495-8-13)
20-0073                          D511                            1020   1      2   2   1 B           1 0 UB1D2_B15           (4347-45-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D511                            1020   1      3   3   1 G           2 0 UB1D2_G15           (4347-44-13)
20-0073                          D511                            1020   1      4   4   1 R           3 0 UB1D2_R15           (4347-43-13)
20-0073                          D512                             740   1      1   1   1 1           4 0 UB1_MUL7            (4495-8-13)
20-0073                          D512                             740   1      2   2   1 B           1 0 UB1D2_B13           (4347-48-13)
20-0073                          D512                             740   1      3   3   1 G           2 0 UB1D2_G13           (4347-47-13)
20-0073                          D512                             740   1      4   4   1 R           3 0 UB1D2_R13           (4347-46-13)
20-0073                          D513                            1639   1      1   1   1 1           4 0 UB1_MUL0            (4495-1-13)
20-0073                          D513                            1639   1      2   2   1 B           1 0 UB1D0_B0            (4347-58-13)
20-0073                          D513                            1639   1      3   3   1 G           2 0 UB1D0_G0            (4347-57-13)
20-0073                          D513                            1639   1      4   4   1 R           3 0 UB1D0_R0            (4347-56-13)
20-0073                          D514                            1519   1      1   1   1 1           4 0 UB1_MUL0            (4495-1-13)
20-0073                          D514                            1519   1      2   2   1 B           1 0 UB1D0_B3            (4347-61-13)
20-0073                          D514                            1519   1      3   3   1 G           2 0 UB1D0_G3            (4347-60-13)
20-0073                          D514                            1519   1      4   4   1 R           3 0 UB1D0_R3            (4347-59-13)
20-0073                          D515                            1759   1      1   1   1 1           4 0 UB1_MUL0            (4495-1-13)
20-0073                          D515                            1759   1      2   2   1 B           1 0 UB1D0_B1            (4347-64-13)
20-0073                          D515                            1759   1      3   3   1 G           2 0 UB1D0_G1            (4347-63-13)
20-0073                          D515                            1759   1      4   4   1 R           3 0 UB1D0_R1            (4347-62-13)
20-0073                          D516                            1799   1      1   1   1 1           4 0 UB1_MUL0            (4495-1-13)
20-0073                          D516                            1799   1      2   2   1 B           1 0 UB1D0_B4            (4347-67-13)
20-0073                          D516                            1799   1      3   3   1 G           2 0 UB1D0_G4            (4347-66-13)
20-0073                          D516                            1799   1      4   4   1 R           3 0 UB1D0_R4            (4347-65-13)
20-0073                          D517                            1839   1      1   1   1 1           4 0 UB1_MUL0            (4495-1-13)
20-0073                          D517                            1839   1      2   2   1 B           1 0 UB1D0_B2            (4347-70-13)
20-0073                          D517                            1839   1      3   3   1 G           2 0 UB1D0_G2            (4347-69-13)
20-0073                          D517                            1839   1      4   4   1 R           3 0 UB1D0_R2            (4347-68-13)
20-0073                          D518                            1358   1      1   1   1 1           4 0 UB1_MUL0            (4495-1-13)
20-0073                          D518                            1358   1      2   2   1 B           1 0 UB1D0_B5            (4347-73-13)
20-0073                          D518                            1358   1      3   3   1 G           2 0 UB1D0_G5            (4347-72-13)
20-0073                          D518                            1358   1      4   4   1 R           3 0 UB1D0_R5            (4347-71-13)
20-0073                          D519                            1478   1      1   1   1 1           4 0 UB1_MUL0            (4495-1-13)
20-0073                          D519                            1478   1      2   2   1 B           1 0 UB1D0_B8            (4347-76-13)
20-0073                          D519                            1478   1      3   3   1 G           2 0 UB1D0_G8            (4347-75-13)
20-0073                          D519                            1478   1      4   4   1 R           3 0 UB1D0_R8            (4347-74-13)
20-0073                          D520                            1318   1      1   1   1 1           4 0 UB1_MUL0            (4495-1-13)
20-0073                          D520                            1318   1      2   2   1 B           1 0 UB1D0_B6            (4347-79-13)
20-0073                          D520                            1318   1      3   3   1 G           2 0 UB1D0_G6            (4347-78-13)
20-0073                          D520                            1318   1      4   4   1 R           3 0 UB1D0_R6            (4347-77-13)
20-0073                          D521                            1438   1      1   1   1 1           4 0 UB1_MUL0            (4495-1-13)
20-0073                          D521                            1438   1      2   2   1 B           1 0 UB1D0_B9            (4347-82-13)
20-0073                          D521                            1438   1      3   3   1 G           2 0 UB1D0_G9            (4347-81-13)
20-0073                          D521                            1438   1      4   4   1 R           3 0 UB1D0_R9            (4347-80-13)
20-0073                          D522                            1398   1      1   1   1 1           4 0 UB1_MUL0            (4495-1-13)
20-0073                          D522                            1398   1      2   2   1 B           1 0 UB1D0_B7            (4347-85-13)
20-0073                          D522                            1398   1      3   3   1 G           2 0 UB1D0_G7            (4347-84-13)
20-0073                          D522                            1398   1      4   4   1 R           3 0 UB1D0_R7            (4347-83-13)
20-0073                          D523                            1718   1      1   1   1 1           4 0 UB1_MUL0            (4495-1-13)
20-0073                          D523                            1718   1      2   2   1 B           1 0 UB1D0_B10           (4347-88-13)
20-0073                          D523                            1718   1      3   3   1 G           2 0 UB1D0_G10           (4347-87-13)
20-0073                          D523                            1718   1      4   4   1 R           3 0 UB1D0_R10           (4347-86-13)
20-0073                          D524                            1878   1      1   1   1 1           4 0 UB1_MUL0            (4495-1-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D524                            1878   1      2   2   1 B           1 0 UB1D0_B11           (4347-91-13)
20-0073                          D524                            1878   1      3   3   1 G           2 0 UB1D0_G11           (4347-90-13)
20-0073                          D524                            1878   1      4   4   1 R           3 0 UB1D0_R11           (4347-89-13)
20-0073                          D525                            1918   1      1   1   1 1           4 0 UB1_MUL0            (4495-1-13)
20-0073                          D525                            1918   1      2   2   1 B           1 0 UB1D0_B14           (4347-94-13)
20-0073                          D525                            1918   1      3   3   1 G           2 0 UB1D0_G14           (4347-93-13)
20-0073                          D525                            1918   1      4   4   1 R           3 0 UB1D0_R14           (4347-92-13)
20-0073                          D526                            1558   1      1   1   1 1           4 0 UB1_MUL0            (4495-1-13)
20-0073                          D526                            1558   1      2   2   1 B           1 0 UB1D0_B12           (4347-97-13)
20-0073                          D526                            1558   1      3   3   1 G           2 0 UB1D0_G12           (4347-96-13)
20-0073                          D526                            1558   1      4   4   1 R           3 0 UB1D0_R12           (4347-95-13)
20-0073                          D527                            1678   1      1   1   1 1           4 0 UB1_MUL0            (4495-1-13)
20-0073                          D527                            1678   1      2   2   1 B           1 0 UB1D0_B15           (4347-100-13)
20-0073                          D527                            1678   1      3   3   1 G           2 0 UB1D0_G15           (4347-99-13)
20-0073                          D527                            1678   1      4   4   1 R           3 0 UB1D0_R15           (4347-98-13)
20-0073                          D528                            1598   1      1   1   1 1           4 0 UB1_MUL0            (4495-1-13)
20-0073                          D528                            1598   1      2   2   1 B           1 0 UB1D0_B13           (4347-103-13)
20-0073                          D528                            1598   1      3   3   1 G           2 0 UB1D0_G13           (4347-102-13)
20-0073                          D528                            1598   1      4   4   1 R           3 0 UB1D0_R13           (4347-101-13)
20-0073                          D529                            1653   1      1   1   1 1           4 0 UB1_MUL1            (4495-2-13)
20-0073                          D529                            1653   1      2   2   1 B           1 0 UB1D0_B0            (4347-58-13)
20-0073                          D529                            1653   1      3   3   1 G           2 0 UB1D0_G0            (4347-57-13)
20-0073                          D529                            1653   1      4   4   1 R           3 0 UB1D0_R0            (4347-56-13)
20-0073                          D530                            1513   1      1   1   1 1           4 0 UB1_MUL1            (4495-2-13)
20-0073                          D530                            1513   1      2   2   1 B           1 0 UB1D0_B3            (4347-61-13)
20-0073                          D530                            1513   1      3   3   1 G           2 0 UB1D0_G3            (4347-60-13)
20-0073                          D530                            1513   1      4   4   1 R           3 0 UB1D0_R3            (4347-59-13)
20-0073                          D531                            1753   1      1   1   1 1           4 0 UB1_MUL1            (4495-2-13)
20-0073                          D531                            1753   1      2   2   1 B           1 0 UB1D0_B1            (4347-64-13)
20-0073                          D531                            1753   1      3   3   1 G           2 0 UB1D0_G1            (4347-63-13)
20-0073                          D531                            1753   1      4   4   1 R           3 0 UB1D0_R1            (4347-62-13)
20-0073                          D532                            1813   1      1   1   1 1           4 0 UB1_MUL1            (4495-2-13)
20-0073                          D532                            1813   1      2   2   1 B           1 0 UB1D0_B4            (4347-67-13)
20-0073                          D532                            1813   1      3   3   1 G           2 0 UB1D0_G4            (4347-66-13)
20-0073                          D532                            1813   1      4   4   1 R           3 0 UB1D0_R4            (4347-65-13)
20-0073                          D533                            1833   1      1   1   1 1           4 0 UB1_MUL1            (4495-2-13)
20-0073                          D533                            1833   1      2   2   1 B           1 0 UB1D0_B2            (4347-70-13)
20-0073                          D533                            1833   1      3   3   1 G           2 0 UB1D0_G2            (4347-69-13)
20-0073                          D533                            1833   1      4   4   1 R           3 0 UB1D0_R2            (4347-68-13)
20-0073                          D534                            1373   1      1   1   1 1           4 0 UB1_MUL1            (4495-2-13)
20-0073                          D534                            1373   1      2   2   1 B           1 0 UB1D0_B5            (4347-73-13)
20-0073                          D534                            1373   1      3   3   1 G           2 0 UB1D0_G5            (4347-72-13)
20-0073                          D534                            1373   1      4   4   1 R           3 0 UB1D0_R5            (4347-71-13)
20-0073                          D535                            1493   1      1   1   1 1           4 0 UB1_MUL1            (4495-2-13)
