
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D147                             153   1      4   4   1 R           3 0 UB0D1_R1            (4084-2-13)
20-0073                          D148                             633   1      1   1   1 1           4 0 UB0_MUL1            (4059-2-13)
20-0073                          D148                             633   1      2   2   1 B           1 0 UB0D1_B4            (4084-39-13)
20-0073                          D148                             633   1      3   3   1 G           2 0 UB0D1_G4            (4084-23-13)
20-0073                          D148                             633   1      4   4   1 R           3 0 UB0D1_R4            (4084-7-13)
20-0073                          D149                             193   1      1   1   1 1           4 0 UB0_MUL1            (4059-2-13)
20-0073                          D149                             193   1      2   2   1 B           1 0 UB0D1_B2            (4084-37-13)
20-0073                          D149                             193   1      3   3   1 G           2 0 UB0D1_G2            (4084-21-13)
20-0073                          D149                             193   1      4   4   1 R           3 0 UB0D1_R2            (4084-5-13)
20-0073                          D150                             113   1      1   1   1 1           4 0 UB0_MUL1            (4059-2-13)
20-0073                          D150                             113   1      2   2   1 B           1 0 UB0D1_B5            (4084-38-13)
20-0073                          D150                             113   1      3   3   1 G           2 0 UB0D1_G5            (4084-22-13)
20-0073                          D150                             113   1      4   4   1 R           3 0 UB0D1_R5            (4084-6-13)
20-0073                          D151                             513   1      1   1   1 1           4 0 UB0_MUL1            (4059-2-13)
20-0073                          D151                             513   1      2   2   1 B           1 0 UB0D1_B8            (4084-43-13)
20-0073                          D151                             513   1      3   3   1 G           2 0 UB0D1_G8            (4084-27-13)
20-0073                          D151                             513   1      4   4   1 R           3 0 UB0D1_R8            (4084-11-13)
20-0073                          D152                             473   1      1   1   1 1           4 0 UB0_MUL1            (4059-2-13)
20-0073                          D152                             473   1      2   2   1 B           1 0 UB0D1_B6            (4084-41-13)
20-0073                          D152                             473   1      3   3   1 G           2 0 UB0D1_G6            (4084-25-13)
20-0073                          D152                             473   1      4   4   1 R           3 0 UB0D1_R6            (4084-9-13)
20-0073                          D153                             393   1      1   1   1 1           4 0 UB0_MUL1            (4059-2-13)
20-0073                          D153                             393   1      2   2   1 B           1 0 UB0D1_B9            (4084-42-13)
20-0073                          D153                             393   1      3   3   1 G           2 0 UB0D1_G9            (4084-26-13)
20-0073                          D153                             393   1      4   4   1 R           3 0 UB0D1_R9            (4084-10-13)
20-0073                          D154                              33   1      1   1   1 1           4 0 UB0_MUL1            (4059-2-13)
20-0073                          D154                              33   1      2   2   1 B           1 0 UB0D1_B7            (4084-40-13)
20-0073                          D154                              33   1      3   3   1 G           2 0 UB0D1_G7            (4084-24-13)
20-0073                          D154                              33   1      4   4   1 R           3 0 UB0D1_R7            (4084-8-13)
20-0073                          D155                              73   1      1   1   1 1           4 0 UB0_MUL1            (4059-2-13)
20-0073                          D155                              73   1      2   2   1 B           1 0 UB0D1_B10           (4084-45-13)
20-0073                          D155                              73   1      3   3   1 G           2 0 UB0D1_G10           (4084-29-13)
20-0073                          D155                              73   1      4   4   1 R           3 0 UB0D1_R10           (4084-13-13)
20-0073                          D156                             433   1      1   1   1 1           4 0 UB0_MUL1            (4059-2-13)
20-0073                          D156                             433   1      2   2   1 B           1 0 UB0D1_B11           (4084-44-13)
20-0073                          D156                             433   1      3   3   1 G           2 0 UB0D1_G11           (4084-28-13)
20-0073                          D156                             433   1      4   4   1 R           3 0 UB0D1_R11           (4084-12-13)
20-0073                          D157                             353   1      1   1   1 1           4 0 UB0_MUL1            (4059-2-13)
20-0073                          D157                             353   1      2   2   1 B           1 0 UB0D1_B14           (4084-49-13)
20-0073                          D157                             353   1      3   3   1 G           2 0 UB0D1_G14           (4084-33-13)
20-0073                          D157                             353   1      4   4   1 R           3 0 UB0D1_R14           (4084-17-13)
20-0073                          D158                             273   1      1   1   1 1           4 0 UB0_MUL1            (4059-2-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D158                             273   1      2   2   1 B           1 0 UB0D1_B12           (4084-47-13)
20-0073                          D158                             273   1      3   3   1 G           2 0 UB0D1_G12           (4084-31-13)
20-0073                          D158                             273   1      4   4   1 R           3 0 UB0D1_R12           (4084-15-13)
20-0073                          D159                             613   1      1   1   1 1           4 0 UB0_MUL1            (4059-2-13)
20-0073                          D159                             613   1      2   2   1 B           1 0 UB0D1_B15           (4084-48-13)
20-0073                          D159                             613   1      3   3   1 G           2 0 UB0D1_G15           (4084-32-13)
20-0073                          D159                             613   1      4   4   1 R           3 0 UB0D1_R15           (4084-16-13)
20-0073                          D160                             313   1      1   1   1 1           4 0 UB0_MUL1            (4059-2-13)
20-0073                          D160                             313   1      2   2   1 B           1 0 UB0D1_B13           (4084-46-13)
20-0073                          D160                             313   1      3   3   1 G           2 0 UB0D1_G13           (4084-30-13)
20-0073                          D160                             313   1      4   4   1 R           3 0 UB0D1_R13           (4084-14-13)
20-0073                          D161                             253   1      1   1   1 1           4 0 UB0_MUL2            (4059-3-13)
20-0073                          D161                             253   1      2   2   1 B           1 0 UB0D1_B0            (4084-35-13)
20-0073                          D161                             253   1      3   3   1 G           2 0 UB0D1_G0            (4084-19-13)
20-0073                          D161                             253   1      4   4   1 R           3 0 UB0D1_R0            (4084-3-13)
20-0073                          D162                             563   1      1   1   1 1           4 0 UB0_MUL2            (4059-3-13)
20-0073                          D162                             563   1      2   2   1 B           1 0 UB0D1_B3            (4084-36-13)
20-0073                          D162                             563   1      3   3   1 G           2 0 UB0D1_G3            (4084-20-13)
20-0073                          D162                             563   1      4   4   1 R           3 0 UB0D1_R3            (4084-4-13)
20-0073                          D163                             168   1      1   1   1 1           4 0 UB0_MUL2            (4059-3-13)
20-0073                          D163                             168   1      2   2   1 B           1 0 UB0D1_B1            (4084-34-13)
20-0073                          D163                             168   1      3   3   1 G           2 0 UB0D1_G1            (4084-18-13)
20-0073                          D163                             168   1      4   4   1 R           3 0 UB0D1_R1            (4084-2-13)
20-0073                          D164                             648   1      1   1   1 1           4 0 UB0_MUL2            (4059-3-13)
20-0073                          D164                             648   1      2   2   1 B           1 0 UB0D1_B4            (4084-39-13)
20-0073                          D164                             648   1      3   3   1 G           2 0 UB0D1_G4            (4084-23-13)
20-0073                          D164                             648   1      4   4   1 R           3 0 UB0D1_R4            (4084-7-13)
20-0073                          D165                             203   1      1   1   1 1           4 0 UB0_MUL2            (4059-3-13)
20-0073                          D165                             203   1      2   2   1 B           1 0 UB0D1_B2            (4084-37-13)
20-0073                          D165                             203   1      3   3   1 G           2 0 UB0D1_G2            (4084-21-13)
20-0073                          D165                             203   1      4   4   1 R           3 0 UB0D1_R2            (4084-5-13)
20-0073                          D166                             123   1      1   1   1 1           4 0 UB0_MUL2            (4059-3-13)
20-0073                          D166                             123   1      2   2   1 B           1 0 UB0D1_B5            (4084-38-13)
20-0073                          D166                             123   1      3   3   1 G           2 0 UB0D1_G5            (4084-22-13)
20-0073                          D166                             123   1      4   4   1 R           3 0 UB0D1_R5            (4084-6-13)
20-0073                          D167                             528   1      1   1   1 1           4 0 UB0_MUL2            (4059-3-13)
20-0073                          D167                             528   1      2   2   1 B           1 0 UB0D1_B8            (4084-43-13)
20-0073                          D167                             528   1      3   3   1 G           2 0 UB0D1_G8            (4084-27-13)
20-0073                          D167                             528   1      4   4   1 R           3 0 UB0D1_R8            (4084-11-13)
20-0073                          D168                             493   1      1   1   1 1           4 0 UB0_MUL2            (4059-3-13)
20-0073                          D168                             493   1      2   2   1 B           1 0 UB0D1_B6            (4084-41-13)
20-0073                          D168                             493   1      3   3   1 G           2 0 UB0D1_G6            (4084-25-13)
20-0073                          D168                             493   1      4   4   1 R           3 0 UB0D1_R6            (4084-9-13)
20-0073                          D169                             413   1      1   1   1 1           4 0 UB0_MUL2            (4059-3-13)
20-0073                          D169                             413   1      2   2   1 B           1 0 UB0D1_B9            (4084-42-13)
20-0073                          D169                             413   1      3   3   1 G           2 0 UB0D1_G9            (4084-26-13)
20-0073                          D169                             413   1      4   4   1 R           3 0 UB0D1_R9            (4084-10-13)
20-0073                          D170                              43   1      1   1   1 1           4 0 UB0_MUL2            (4059-3-13)
20-0073                          D170                              43   1      2   2   1 B           1 0 UB0D1_B7            (4084-40-13)
20-0073                          D170                              43   1      3   3   1 G           2 0 UB0D1_G7            (4084-24-13)
20-0073                          D170                              43   1      4   4   1 R           3 0 UB0D1_R7            (4084-8-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D171                              68   1      1   1   1 1           4 0 UB0_MUL2            (4059-3-13)
20-0073                          D171                              68   1      2   2   1 B           1 0 UB0D1_B10           (4084-45-13)
20-0073                          D171                              68   1      3   3   1 G           2 0 UB0D1_G10           (4084-29-13)
20-0073                          D171                              68   1      4   4   1 R           3 0 UB0D1_R10           (4084-13-13)
20-0073                          D172                             443   1      1   1   1 1           4 0 UB0_MUL2            (4059-3-13)
20-0073                          D172                             443   1      2   2   1 B           1 0 UB0D1_B11           (4084-44-13)
20-0073                          D172                             443   1      3   3   1 G           2 0 UB0D1_G11           (4084-28-13)
20-0073                          D172                             443   1      4   4   1 R           3 0 UB0D1_R11           (4084-12-13)
20-0073                          D173                             348   1      1   1   1 1           4 0 UB0_MUL2            (4059-3-13)
20-0073                          D173                             348   1      2   2   1 B           1 0 UB0D1_B14           (4084-49-13)
20-0073                          D173                             348   1      3   3   1 G           2 0 UB0D1_G14           (4084-33-13)
20-0073                          D173                             348   1      4   4   1 R           3 0 UB0D1_R14           (4084-17-13)
20-0073                          D174                             288   1      1   1   1 1           4 0 UB0_MUL2            (4059-3-13)
20-0073                          D174                             288   1      2   2   1 B           1 0 UB0D1_B12           (4084-47-13)
20-0073                          D174                             288   1      3   3   1 G           2 0 UB0D1_G12           (4084-31-13)
20-0073                          D174                             288   1      4   4   1 R           3 0 UB0D1_R12           (4084-15-13)
20-0073                          D175                             608   1      1   1   1 1           4 0 UB0_MUL2            (4059-3-13)
20-0073                          D175                             608   1      2   2   1 B           1 0 UB0D1_B15           (4084-48-13)
20-0073                          D175                             608   1      3   3   1 G           2 0 UB0D1_G15           (4084-32-13)
20-0073                          D175                             608   1      4   4   1 R           3 0 UB0D1_R15           (4084-16-13)
20-0073                          D176                             308   1      1   1   1 1           4 0 UB0_MUL2            (4059-3-13)
20-0073                          D176                             308   1      2   2   1 B           1 0 UB0D1_B13           (4084-46-13)
20-0073                          D176                             308   1      3   3   1 G           2 0 UB0D1_G13           (4084-30-13)
20-0073                          D176                             308   1      4   4   1 R           3 0 UB0D1_R13           (4084-14-13)
20-0073                          D177                             243   1      1   1   1 1           4 0 UB0_MUL3            (4059-4-13)
20-0073                          D177                             243   1      2   2   1 B           1 0 UB0D1_B0            (4084-35-13)
20-0073                          D177                             243   1      3   3   1 G           2 0 UB0D1_G0            (4084-19-13)
20-0073                          D177                             243   1      4   4   1 R           3 0 UB0D1_R0            (4084-3-13)
20-0073                          D178                             568   1      1   1   1 1           4 0 UB0_MUL3            (4059-4-13)
20-0073                          D178                             568   1      2   2   1 B           1 0 UB0D1_B3            (4084-36-13)
20-0073                          D178                             568   1      3   3   1 G           2 0 UB0D1_G3            (4084-20-13)
20-0073                          D178                             568   1      4   4   1 R           3 0 UB0D1_R3            (4084-4-13)
20-0073                          D179                             163   1      1   1   1 1           4 0 UB0_MUL3            (4059-4-13)
20-0073                          D179                             163   1      2   2   1 B           1 0 UB0D1_B1            (4084-34-13)
20-0073                          D179                             163   1      3   3   1 G           2 0 UB0D1_G1            (4084-18-13)
20-0073                          D179                             163   1      4   4   1 R           3 0 UB0D1_R1            (4084-2-13)
20-0073                          D180                             643   1      1   1   1 1           4 0 UB0_MUL3            (4059-4-13)
20-0073                          D180                             643   1      2   2   1 B           1 0 UB0D1_B4            (4084-39-13)
20-0073                          D180                             643   1      3   3   1 G           2 0 UB0D1_G4            (4084-23-13)
20-0073                          D180                             643   1      4   4   1 R           3 0 UB0D1_R4            (4084-7-13)
20-0073                          D181                             213   1      1   1   1 1           4 0 UB0_MUL3            (4059-4-13)
20-0073                          D181                             213   1      2   2   1 B           1 0 UB0D1_B2            (4084-37-13)
20-0073                          D181                             213   1      3   3   1 G           2 0 UB0D1_G2            (4084-21-13)
20-0073                          D181                             213   1      4   4   1 R           3 0 UB0D1_R2            (4084-5-13)
20-0073                          D182                             128   1      1   1   1 1           4 0 UB0_MUL3            (4059-4-13)
20-0073                          D182                             128   1      2   2   1 B           1 0 UB0D1_B5            (4084-38-13)
20-0073                          D182                             128   1      3   3   1 G           2 0 UB0D1_G5            (4084-22-13)
20-0073                          D182                             128   1      4   4   1 R           3 0 UB0D1_R5            (4084-6-13)
20-0073                          D183                             523   1      1   1   1 1           4 0 UB0_MUL3            (4059-4-13)
20-0073                          D183                             523   1      2   2   1 B           1 0 UB0D1_B8            (4084-43-13)
20-0073                          D183                             523   1      3   3   1 G           2 0 UB0D1_G8            (4084-27-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D183                             523   1      4   4   1 R           3 0 UB0D1_R8            (4084-11-13)
20-0073                          D184                             488   1      1   1   1 1           4 0 UB0_MUL3            (4059-4-13)
20-0073                          D184                             488   1      2   2   1 B           1 0 UB0D1_B6            (4084-41-13)
20-0073                          D184                             488   1      3   3   1 G           2 0 UB0D1_G6            (4084-25-13)
20-0073                          D184                             488   1      4   4   1 R           3 0 UB0D1_R6            (4084-9-13)
20-0073                          D185                             408   1      1   1   1 1           4 0 UB0_MUL3            (4059-4-13)
20-0073                          D185                             408   1      2   2   1 B           1 0 UB0D1_B9            (4084-42-13)
20-0073                          D185                             408   1      3   3   1 G           2 0 UB0D1_G9            (4084-26-13)
20-0073                          D185                             408   1      4   4   1 R           3 0 UB0D1_R9            (4084-10-13)
20-0073                          D186                              53   1      1   1   1 1           4 0 UB0_MUL3            (4059-4-13)
20-0073                          D186                              53   1      2   2   1 B           1 0 UB0D1_B7            (4084-40-13)
20-0073                          D186                              53   1      3   3   1 G           2 0 UB0D1_G7            (4084-24-13)
20-0073                          D186                              53   1      4   4   1 R           3 0 UB0D1_R7            (4084-8-13)
20-0073                          D187                              63   1      1   1   1 1           4 0 UB0_MUL3            (4059-4-13)
20-0073                          D187                              63   1      2   2   1 B           1 0 UB0D1_B10           (4084-45-13)
20-0073                          D187                              63   1      3   3   1 G           2 0 UB0D1_G10           (4084-29-13)
20-0073                          D187                              63   1      4   4   1 R           3 0 UB0D1_R10           (4084-13-13)
20-0073                          D188                             428   1      1   1   1 1           4 0 UB0_MUL3            (4059-4-13)
20-0073                          D188                             428   1      2   2   1 B           1 0 UB0D1_B11           (4084-44-13)
20-0073                          D188                             428   1      3   3   1 G           2 0 UB0D1_G11           (4084-28-13)
20-0073                          D188                             428   1      4   4   1 R           3 0 UB0D1_R11           (4084-12-13)
20-0073                          D189                             363   1      1   1   1 1           4 0 UB0_MUL3            (4059-4-13)
20-0073                          D189                             363   1      2   2   1 B           1 0 UB0D1_B14           (4084-49-13)
20-0073                          D189                             363   1      3   3   1 G           2 0 UB0D1_G14           (4084-33-13)
20-0073                          D189                             363   1      4   4   1 R           3 0 UB0D1_R14           (4084-17-13)
20-0073                          D190                             268   1      1   1   1 1           4 0 UB0_MUL3            (4059-4-13)
20-0073                          D190                             268   1      2   2   1 B           1 0 UB0D1_B12           (4084-47-13)
20-0073                          D190                             268   1      3   3   1 G           2 0 UB0D1_G12           (4084-31-13)
20-0073                          D190                             268   1      4   4   1 R           3 0 UB0D1_R12           (4084-15-13)
20-0073                          D191                             593   1      1   1   1 1           4 0 UB0_MUL3            (4059-4-13)
20-0073                          D191                             593   1      2   2   1 B           1 0 UB0D1_B15           (4084-48-13)
20-0073                          D191                             593   1      3   3   1 G           2 0 UB0D1_G15           (4084-32-13)
20-0073                          D191                             593   1      4   4   1 R           3 0 UB0D1_R15           (4084-16-13)
20-0073                          D192                             333   1      1   1   1 1           4 0 UB0_MUL3            (4059-4-13)
20-0073                          D192                             333   1      2   2   1 B           1 0 UB0D1_B13           (4084-46-13)
20-0073                          D192                             333   1      3   3   1 G           2 0 UB0D1_G13           (4084-30-13)
20-0073                          D192                             333   1      4   4   1 R           3 0 UB0D1_R13           (4084-14-13)
20-0073                          D193                             228   1      1   1   1 1           4 0 UB0_MUL4            (4059-5-13)
20-0073                          D193                             228   1      2   2   1 B           1 0 UB0D1_B0            (4084-35-13)
20-0073                          D193                             228   1      3   3   1 G           2 0 UB0D1_G0            (4084-19-13)
20-0073                          D193                             228   1      4   4   1 R           3 0 UB0D1_R0            (4084-3-13)
20-0073                          D194                             548   1      1   1   1 1           4 0 UB0_MUL4            (4059-5-13)
20-0073                          D194                             548   1      2   2   1 B           1 0 UB0D1_B3            (4084-36-13)
20-0073                          D194                             548   1      3   3   1 G           2 0 UB0D1_G3            (4084-20-13)
20-0073                          D194                             548   1      4   4   1 R           3 0 UB0D1_R3            (4084-4-13)
20-0073                          D195                             148   1      1   1   1 1           4 0 UB0_MUL4            (4059-5-13)
20-0073                          D195                             148   1      2   2   1 B           1 0 UB0D1_B1            (4084-34-13)
20-0073                          D195                             148   1      3   3   1 G           2 0 UB0D1_G1            (4084-18-13)
20-0073                          D195                             148   1      4   4   1 R           3 0 UB0D1_R1            (4084-2-13)
20-0073                          D196                             653   1      1   1   1 1           4 0 UB0_MUL4            (4059-5-13)
20-0073                          D196                             653   1      2   2   1 B           1 0 UB0D1_B4            (4084-39-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D196                             653   1      3   3   1 G           2 0 UB0D1_G4            (4084-23-13)
20-0073                          D196                             653   1      4   4   1 R           3 0 UB0D1_R4            (4084-7-13)
20-0073                          D197                             188   1      1   1   1 1           4 0 UB0_MUL4            (4059-5-13)
20-0073                          D197                             188   1      2   2   1 B           1 0 UB0D1_B2            (4084-37-13)
20-0073                          D197                             188   1      3   3   1 G           2 0 UB0D1_G2            (4084-21-13)
20-0073                          D197                             188   1      4   4   1 R           3 0 UB0D1_R2            (4084-5-13)
20-0073                          D198                             108   1      1   1   1 1           4 0 UB0_MUL4            (4059-5-13)
20-0073                          D198                             108   1      2   2   1 B           1 0 UB0D1_B5            (4084-38-13)
20-0073                          D198                             108   1      3   3   1 G           2 0 UB0D1_G5            (4084-22-13)
20-0073                          D198                             108   1      4   4   1 R           3 0 UB0D1_R5            (4084-6-13)
20-0073                          D199                             508   1      1   1   1 1           4 0 UB0_MUL4            (4059-5-13)
20-0073                          D199                             508   1      2   2   1 B           1 0 UB0D1_B8            (4084-43-13)
20-0073                          D199                             508   1      3   3   1 G           2 0 UB0D1_G8            (4084-27-13)
20-0073                          D199                             508   1      4   4   1 R           3 0 UB0D1_R8            (4084-11-13)
20-0073                          D200                             468   1      1   1   1 1           4 0 UB0_MUL4            (4059-5-13)
20-0073                          D200                             468   1      2   2   1 B           1 0 UB0D1_B6            (4084-41-13)
20-0073                          D200                             468   1      3   3   1 G           2 0 UB0D1_G6            (4084-25-13)
20-0073                          D200                             468   1      4   4   1 R           3 0 UB0D1_R6            (4084-9-13)
20-0073                          D201                             388   1      1   1   1 1           4 0 UB0_MUL4            (4059-5-13)
20-0073                          D201                             388   1      2   2   1 B           1 0 UB0D1_B9            (4084-42-13)
20-0073                          D201                             388   1      3   3   1 G           2 0 UB0D1_G9            (4084-26-13)
20-0073                          D201                             388   1      4   4   1 R           3 0 UB0D1_R9            (4084-10-13)
20-0073                          D202                              28   1      1   1   1 1           4 0 UB0_MUL4            (4059-5-13)
20-0073                          D202                              28   1      2   2   1 B           1 0 UB0D1_B7            (4084-40-13)
20-0073                          D202                              28   1      3   3   1 G           2 0 UB0D1_G7            (4084-24-13)
20-0073                          D202                              28   1      4   4   1 R           3 0 UB0D1_R7            (4084-8-13)
20-0073                          D203                              88   1      1   1   1 1           4 0 UB0_MUL4            (4059-5-13)
20-0073                          D203                              88   1      2   2   1 B           1 0 UB0D1_B10           (4084-45-13)
20-0073                          D203                              88   1      3   3   1 G           2 0 UB0D1_G10           (4084-29-13)
20-0073                          D203                              88   1      4   4   1 R           3 0 UB0D1_R10           (4084-13-13)
20-0073                          D204                             453   1      1   1   1 1           4 0 UB0_MUL4            (4059-5-13)
20-0073                          D204                             453   1      2   2   1 B           1 0 UB0D1_B11           (4084-44-13)
20-0073                          D204                             453   1      3   3   1 G           2 0 UB0D1_G11           (4084-28-13)
20-0073                          D204                             453   1      4   4   1 R           3 0 UB0D1_R11           (4084-12-13)
20-0073                          D205                             343   1      1   1   1 1           4 0 UB0_MUL4            (4059-5-13)
20-0073                          D205                             343   1      2   2   1 B           1 0 UB0D1_B14           (4084-49-13)
20-0073                          D205                             343   1      3   3   1 G           2 0 UB0D1_G14           (4084-33-13)
20-0073                          D205                             343   1      4   4   1 R           3 0 UB0D1_R14           (4084-17-13)
20-0073                          D206                             293   1      1   1   1 1           4 0 UB0_MUL4            (4059-5-13)
20-0073                          D206                             293   1      2   2   1 B           1 0 UB0D1_B12           (4084-47-13)
20-0073                          D206                             293   1      3   3   1 G           2 0 UB0D1_G12           (4084-31-13)
20-0073                          D206                             293   1      4   4   1 R           3 0 UB0D1_R12           (4084-15-13)
20-0073                          D207                             588   1      1   1   1 1           4 0 UB0_MUL4            (4059-5-13)
20-0073                          D207                             588   1      2   2   1 B           1 0 UB0D1_B15           (4084-48-13)
20-0073                          D207                             588   1      3   3   1 G           2 0 UB0D1_G15           (4084-32-13)
20-0073                          D207                             588   1      4   4   1 R           3 0 UB0D1_R15           (4084-16-13)
20-0073                          D208                             328   1      1   1   1 1           4 0 UB0_MUL4            (4059-5-13)
20-0073                          D208                             328   1      2   2   1 B           1 0 UB0D1_B13           (4084-46-13)
20-0073                          D208                             328   1      3   3   1 G           2 0 UB0D1_G13           (4084-30-13)
20-0073                          D208                             328   1      4   4   1 R           3 0 UB0D1_R13           (4084-14-13)
20-0073                          D209                             248   1      1   1   1 1           4 0 UB0_MUL5            (4059-6-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D209                             248   1      2   2   1 B           1 0 UB0D1_B0            (4084-35-13)
20-0073                          D209                             248   1      3   3   1 G           2 0 UB0D1_G0            (4084-19-13)
20-0073                          D209                             248   1      4   4   1 R           3 0 UB0D1_R0            (4084-3-13)
20-0073                          D210                             543   1      1   1   1 1           4 0 UB0_MUL5            (4059-6-13)
20-0073                          D210                             543   1      2   2   1 B           1 0 UB0D1_B3            (4084-36-13)
20-0073                          D210                             543   1      3   3   1 G           2 0 UB0D1_G3            (4084-20-13)
20-0073                          D210                             543   1      4   4   1 R           3 0 UB0D1_R3            (4084-4-13)
20-0073                          D211                             173   1      1   1   1 1           4 0 UB0_MUL5            (4059-6-13)
20-0073                          D211                             173   1      2   2   1 B           1 0 UB0D1_B1            (4084-34-13)
20-0073                          D211                             173   1      3   3   1 G           2 0 UB0D1_G1            (4084-18-13)
20-0073                          D211                             173   1      4   4   1 R           3 0 UB0D1_R1            (4084-2-13)
20-0073                          D212                             628   1      1   1   1 1           4 0 UB0_MUL5            (4059-6-13)
20-0073                          D212                             628   1      2   2   1 B           1 0 UB0D1_B4            (4084-39-13)
20-0073                          D212                             628   1      3   3   1 G           2 0 UB0D1_G4            (4084-23-13)
20-0073                          D212                             628   1      4   4   1 R           3 0 UB0D1_R4            (4084-7-13)
20-0073                          D213                             208   1      1   1   1 1           4 0 UB0_MUL5            (4059-6-13)
20-0073                          D213                             208   1      2   2   1 B           1 0 UB0D1_B2            (4084-37-13)
20-0073                          D213                             208   1      3   3   1 G           2 0 UB0D1_G2            (4084-21-13)
20-0073                          D213                             208   1      4   4   1 R           3 0 UB0D1_R2            (4084-5-13)
20-0073                          D214                             133   1      1   1   1 1           4 0 UB0_MUL5            (4059-6-13)
20-0073                          D214                             133   1      2   2   1 B           1 0 UB0D1_B5            (4084-38-13)
20-0073                          D214                             133   1      3   3   1 G           2 0 UB0D1_G5            (4084-22-13)
20-0073                          D214                             133   1      4   4   1 R           3 0 UB0D1_R5            (4084-6-13)
20-0073                          D215                             533   1      1   1   1 1           4 0 UB0_MUL5            (4059-6-13)
20-0073                          D215                             533   1      2   2   1 B           1 0 UB0D1_B8            (4084-43-13)
20-0073                          D215                             533   1      3   3   1 G           2 0 UB0D1_G8            (4084-27-13)
20-0073                          D215                             533   1      4   4   1 R           3 0 UB0D1_R8            (4084-11-13)
20-0073                          D216                             463   1      1   1   1 1           4 0 UB0_MUL5            (4059-6-13)
20-0073                          D216                             463   1      2   2   1 B           1 0 UB0D1_B6            (4084-41-13)
20-0073                          D216                             463   1      3   3   1 G           2 0 UB0D1_G6            (4084-25-13)
20-0073                          D216                             463   1      4   4   1 R           3 0 UB0D1_R6            (4084-9-13)
20-0073                          D217                             383   1      1   1   1 1           4 0 UB0_MUL5            (4059-6-13)
20-0073                          D217                             383   1      2   2   1 B           1 0 UB0D1_B9            (4084-42-13)
20-0073                          D217                             383   1      3   3   1 G           2 0 UB0D1_G9            (4084-26-13)
20-0073                          D217                             383   1      4   4   1 R           3 0 UB0D1_R9            (4084-10-13)
20-0073                          D218                              23   1      1   1   1 1           4 0 UB0_MUL5            (4059-6-13)
20-0073                          D218                              23   1      2   2   1 B           1 0 UB0D1_B7            (4084-40-13)
20-0073                          D218                              23   1      3   3   1 G           2 0 UB0D1_G7            (4084-24-13)
20-0073                          D218                              23   1      4   4   1 R           3 0 UB0D1_R7            (4084-8-13)
20-0073                          D219                              93   1      1   1   1 1           4 0 UB0_MUL5            (4059-6-13)
20-0073                          D219                              93   1      2   2   1 B           1 0 UB0D1_B10           (4084-45-13)
20-0073                          D219                              93   1      3   3   1 G           2 0 UB0D1_G10           (4084-29-13)
20-0073                          D219                              93   1      4   4   1 R           3 0 UB0D1_R10           (4084-13-13)
20-0073                          D220                             423   1      1   1   1 1           4 0 UB0_MUL5            (4059-6-13)
20-0073                          D220                             423   1      2   2   1 B           1 0 UB0D1_B11           (4084-44-13)
20-0073                          D220                             423   1      3   3   1 G           2 0 UB0D1_G11           (4084-28-13)
20-0073                          D220                             423   1      4   4   1 R           3 0 UB0D1_R11           (4084-12-13)
20-0073                          D221                             373   1      1   1   1 1           4 0 UB0_MUL5            (4059-6-13)
