
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D764                             446   1      3   3   1 G           2 0 UB1D1_G11           (4347-145-13)
20-0073                          D764                             446   1      4   4   1 R           3 0 UB1D1_R11           (4347-144-13)
20-0073                          D765                             366   1      1   1   1 1           4 0 UB1_MUL7            (4495-8-13)
20-0073                          D765                             366   1      2   2   1 B           1 0 UB1D1_B14           (4347-149-13)
20-0073                          D765                             366   1      3   3   1 G           2 0 UB1D1_G14           (4347-148-13)
20-0073                          D765                             366   1      4   4   1 R           3 0 UB1D1_R14           (4347-147-13)
20-0073                          D766                             281   1      1   1   1 1           4 0 UB1_MUL7            (4495-8-13)
20-0073                          D766                             281   1      2   2   1 B           1 0 UB1D1_B12           (4347-152-13)
20-0073                          D766                             281   1      3   3   1 G           2 0 UB1D1_G12           (4347-151-13)
20-0073                          D766                             281   1      4   4   1 R           3 0 UB1D1_R12           (4347-150-13)
20-0073                          D767                             601   1      1   1   1 1           4 0 UB1_MUL7            (4495-8-13)
20-0073                          D767                             601   1      2   2   1 B           1 0 UB1D1_B15           (4347-155-13)
20-0073                          D767                             601   1      3   3   1 G           2 0 UB1D1_G15           (4347-154-13)
20-0073                          D767                             601   1      4   4   1 R           3 0 UB1D1_R15           (4347-153-13)
20-0073                          D768                             321   1      1   1   1 1           4 0 UB1_MUL7            (4495-8-13)
20-0073                          D768                             321   1      2   2   1 B           1 0 UB1D1_B13           (4347-158-13)
20-0073                          D768                             321   1      3   3   1 G           2 0 UB1D1_G13           (4347-157-13)
20-0073                          D768                             321   1      4   4   1 R           3 0 UB1D1_R13           (4347-156-13)
20-0073                          D769                             677   1      1   1   1 1           4 0 UB2_MUL0            (4495-9-13)
20-0073                          D769                             677   1      2   2   1 B           1 0 UB2D0_B0            (4347-168-13)
20-0073                          D769                             677   1      3   3   1 G           2 0 UB2D0_G0            (4347-167-13)
20-0073                          D769                             677   1      4   4   1 R           3 0 UB2D0_R0            (4347-166-13)
20-0073                          D770                             842   1      1   1   1 1           4 0 UB2_MUL0            (4495-9-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D770                             842   1      2   2   1 B           1 0 UB2D0_B3            (4347-171-13)
20-0073                          D770                             842   1      3   3   1 G           2 0 UB2D0_G3            (4347-170-13)
20-0073                          D770                             842   1      4   4   1 R           3 0 UB2D0_R3            (4347-169-13)
20-0073                          D771                             957   1      1   1   1 1           4 0 UB2_MUL0            (4495-9-13)
20-0073                          D771                             957   1      2   2   1 B           1 0 UB2D0_B1            (4347-174-13)
20-0073                          D771                             957   1      3   3   1 G           2 0 UB2D0_G1            (4347-173-13)
20-0073                          D771                             957   1      4   4   1 R           3 0 UB2D0_R1            (4347-172-13)
20-0073                          D772                            1117   1      1   1   1 1           4 0 UB2_MUL0            (4495-9-13)
20-0073                          D772                            1117   1      2   2   1 B           1 0 UB2D0_B4            (4347-177-13)
20-0073                          D772                            1117   1      3   3   1 G           2 0 UB2D0_G4            (4347-176-13)
20-0073                          D772                            1117   1      4   4   1 R           3 0 UB2D0_R4            (4347-175-13)
20-0073                          D773                            1162   1      1   1   1 1           4 0 UB2_MUL0            (4495-9-13)
20-0073                          D773                            1162   1      2   2   1 B           1 0 UB2D0_B2            (4347-180-13)
20-0073                          D773                            1162   1      3   3   1 G           2 0 UB2D0_G2            (4347-179-13)
20-0073                          D773                            1162   1      4   4   1 R           3 0 UB2D0_R2            (4347-178-13)
20-0073                          D774                            1082   1      1   1   1 1           4 0 UB2_MUL0            (4495-9-13)
20-0073                          D774                            1082   1      2   2   1 B           1 0 UB2D0_B5            (4347-183-13)
20-0073                          D774                            1082   1      3   3   1 G           2 0 UB2D0_G5            (4347-182-13)
20-0073                          D774                            1082   1      4   4   1 R           3 0 UB2D0_R5            (4347-181-13)
20-0073                          D775                            1277   1      1   1   1 1           4 0 UB2_MUL0            (4495-9-13)
20-0073                          D775                            1277   1      2   2   1 B           1 0 UB2D0_B8            (4347-186-13)
20-0073                          D775                            1277   1      3   3   1 G           2 0 UB2D0_G8            (4347-185-13)
20-0073                          D775                            1277   1      4   4   1 R           3 0 UB2D0_R8            (4347-184-13)
20-0073                          D776                             757   1      1   1   1 1           4 0 UB2_MUL0            (4495-9-13)
20-0073                          D776                             757   1      2   2   1 B           1 0 UB2D0_B6            (4347-189-13)
20-0073                          D776                             757   1      3   3   1 G           2 0 UB2D0_G6            (4347-188-13)
20-0073                          D776                             757   1      4   4   1 R           3 0 UB2D0_R6            (4347-187-13)
20-0073                          D777                            1042   1      1   1   1 1           4 0 UB2_MUL0            (4495-9-13)
20-0073                          D777                            1042   1      2   2   1 B           1 0 UB2D0_B9            (4347-192-13)
20-0073                          D777                            1042   1      3   3   1 G           2 0 UB2D0_G9            (4347-191-13)
20-0073                          D777                            1042   1      4   4   1 R           3 0 UB2D0_R9            (4347-190-13)
20-0073                          D778                            1002   1      1   1   1 1           4 0 UB2_MUL0            (4495-9-13)
20-0073                          D778                            1002   1      2   2   1 B           1 0 UB2D0_B7            (4347-195-13)
20-0073                          D778                            1002   1      3   3   1 G           2 0 UB2D0_G7            (4347-194-13)
20-0073                          D778                            1002   1      4   4   1 R           3 0 UB2D0_R7            (4347-193-13)
20-0073                          D779                             882   1      1   1   1 1           4 0 UB2_MUL0            (4495-9-13)
20-0073                          D779                             882   1      2   2   1 B           1 0 UB2D0_B10           (4347-198-13)
20-0073                          D779                             882   1      3   3   1 G           2 0 UB2D0_G10           (4347-197-13)
20-0073                          D779                             882   1      4   4   1 R           3 0 UB2D0_R10           (4347-196-13)
20-0073                          D780                             722   1      1   1   1 1           4 0 UB2_MUL0            (4495-9-13)
20-0073                          D780                             722   1      2   2   1 B           1 0 UB2D0_B11           (4347-201-13)
20-0073                          D780                             722   1      3   3   1 G           2 0 UB2D0_G11           (4347-200-13)
20-0073                          D780                             722   1      4   4   1 R           3 0 UB2D0_R11           (4347-199-13)
20-0073                          D781                             802   1      1   1   1 1           4 0 UB2_MUL0            (4495-9-13)
20-0073                          D781                             802   1      2   2   1 B           1 0 UB2D0_B14           (4347-204-13)
20-0073                          D781                             802   1      3   3   1 G           2 0 UB2D0_G14           (4347-203-13)
20-0073                          D781                             802   1      4   4   1 R           3 0 UB2D0_R14           (4347-202-13)
20-0073                          D782                            1242   1      1   1   1 1           4 0 UB2_MUL0            (4495-9-13)
20-0073                          D782                            1242   1      2   2   1 B           1 0 UB2D0_B12           (4347-207-13)
20-0073                          D782                            1242   1      3   3   1 G           2 0 UB2D0_G12           (4347-206-13)
20-0073                          D782                            1242   1      4   4   1 R           3 0 UB2D0_R12           (4347-205-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D783                            1202   1      1   1   1 1           4 0 UB2_MUL0            (4495-9-13)
20-0073                          D783                            1202   1      2   2   1 B           1 0 UB2D0_B15           (4347-210-13)
20-0073                          D783                            1202   1      3   3   1 G           2 0 UB2D0_G15           (4347-209-13)
20-0073                          D783                            1202   1      4   4   1 R           3 0 UB2D0_R15           (4347-208-13)
20-0073                          D784                             917   1      1   1   1 1           4 0 UB2_MUL0            (4495-9-13)
20-0073                          D784                             917   1      2   2   1 B           1 0 UB2D0_B13           (4347-213-13)
20-0073                          D784                             917   1      3   3   1 G           2 0 UB2D0_G13           (4347-212-13)
20-0073                          D784                             917   1      4   4   1 R           3 0 UB2D0_R13           (4347-211-13)
20-0073                          D785                             672   1      1   1   1 1           4 0 UB2_MUL1            (4495-10-13)
20-0073                          D785                             672   1      2   2   1 B           1 0 UB2D0_B0            (4347-168-13)
20-0073                          D785                             672   1      3   3   1 G           2 0 UB2D0_G0            (4347-167-13)
20-0073                          D785                             672   1      4   4   1 R           3 0 UB2D0_R0            (4347-166-13)
20-0073                          D786                             837   1      1   1   1 1           4 0 UB2_MUL1            (4495-10-13)
20-0073                          D786                             837   1      2   2   1 B           1 0 UB2D0_B3            (4347-171-13)
20-0073                          D786                             837   1      3   3   1 G           2 0 UB2D0_G3            (4347-170-13)
20-0073                          D786                             837   1      4   4   1 R           3 0 UB2D0_R3            (4347-169-13)
20-0073                          D787                             952   1      1   1   1 1           4 0 UB2_MUL1            (4495-10-13)
20-0073                          D787                             952   1      2   2   1 B           1 0 UB2D0_B1            (4347-174-13)
20-0073                          D787                             952   1      3   3   1 G           2 0 UB2D0_G1            (4347-173-13)
20-0073                          D787                             952   1      4   4   1 R           3 0 UB2D0_R1            (4347-172-13)
20-0073                          D788                            1112   1      1   1   1 1           4 0 UB2_MUL1            (4495-10-13)
20-0073                          D788                            1112   1      2   2   1 B           1 0 UB2D0_B4            (4347-177-13)
20-0073                          D788                            1112   1      3   3   1 G           2 0 UB2D0_G4            (4347-176-13)
20-0073                          D788                            1112   1      4   4   1 R           3 0 UB2D0_R4            (4347-175-13)
20-0073                          D789                            1157   1      1   1   1 1           4 0 UB2_MUL1            (4495-10-13)
20-0073                          D789                            1157   1      2   2   1 B           1 0 UB2D0_B2            (4347-180-13)
20-0073                          D789                            1157   1      3   3   1 G           2 0 UB2D0_G2            (4347-179-13)
20-0073                          D789                            1157   1      4   4   1 R           3 0 UB2D0_R2            (4347-178-13)
20-0073                          D790                            1077   1      1   1   1 1           4 0 UB2_MUL1            (4495-10-13)
20-0073                          D790                            1077   1      2   2   1 B           1 0 UB2D0_B5            (4347-183-13)
20-0073                          D790                            1077   1      3   3   1 G           2 0 UB2D0_G5            (4347-182-13)
20-0073                          D790                            1077   1      4   4   1 R           3 0 UB2D0_R5            (4347-181-13)
20-0073                          D791                            1272   1      1   1   1 1           4 0 UB2_MUL1            (4495-10-13)
20-0073                          D791                            1272   1      2   2   1 B           1 0 UB2D0_B8            (4347-186-13)
20-0073                          D791                            1272   1      3   3   1 G           2 0 UB2D0_G8            (4347-185-13)
20-0073                          D791                            1272   1      4   4   1 R           3 0 UB2D0_R8            (4347-184-13)
20-0073                          D792                             752   1      1   1   1 1           4 0 UB2_MUL1            (4495-10-13)
20-0073                          D792                             752   1      2   2   1 B           1 0 UB2D0_B6            (4347-189-13)
20-0073                          D792                             752   1      3   3   1 G           2 0 UB2D0_G6            (4347-188-13)
20-0073                          D792                             752   1      4   4   1 R           3 0 UB2D0_R6            (4347-187-13)
20-0073                          D793                            1036   1      1   1   1 1           4 0 UB2_MUL1            (4495-10-13)
20-0073                          D793                            1036   1      2   2   1 B           1 0 UB2D0_B9            (4347-192-13)
20-0073                          D793                            1036   1      3   3   1 G           2 0 UB2D0_G9            (4347-191-13)
20-0073                          D793                            1036   1      4   4   1 R           3 0 UB2D0_R9            (4347-190-13)
20-0073                          D794                             996   1      1   1   1 1           4 0 UB2_MUL1            (4495-10-13)
20-0073                          D794                             996   1      2   2   1 B           1 0 UB2D0_B7            (4347-195-13)
20-0073                          D794                             996   1      3   3   1 G           2 0 UB2D0_G7            (4347-194-13)
20-0073                          D794                             996   1      4   4   1 R           3 0 UB2D0_R7            (4347-193-13)
20-0073                          D795                             876   1      1   1   1 1           4 0 UB2_MUL1            (4495-10-13)
20-0073                          D795                             876   1      2   2   1 B           1 0 UB2D0_B10           (4347-198-13)
20-0073                          D795                             876   1      3   3   1 G           2 0 UB2D0_G10           (4347-197-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D795                             876   1      4   4   1 R           3 0 UB2D0_R10           (4347-196-13)
20-0073                          D796                             716   1      1   1   1 1           4 0 UB2_MUL1            (4495-10-13)
20-0073                          D796                             716   1      2   2   1 B           1 0 UB2D0_B11           (4347-201-13)
20-0073                          D796                             716   1      3   3   1 G           2 0 UB2D0_G11           (4347-200-13)
20-0073                          D796                             716   1      4   4   1 R           3 0 UB2D0_R11           (4347-199-13)
20-0073                          D797                             796   1      1   1   1 1           4 0 UB2_MUL1            (4495-10-13)
20-0073                          D797                             796   1      2   2   1 B           1 0 UB2D0_B14           (4347-204-13)
20-0073                          D797                             796   1      3   3   1 G           2 0 UB2D0_G14           (4347-203-13)
20-0073                          D797                             796   1      4   4   1 R           3 0 UB2D0_R14           (4347-202-13)
20-0073                          D798                            1236   1      1   1   1 1           4 0 UB2_MUL1            (4495-10-13)
20-0073                          D798                            1236   1      2   2   1 B           1 0 UB2D0_B12           (4347-207-13)
20-0073                          D798                            1236   1      3   3   1 G           2 0 UB2D0_G12           (4347-206-13)
20-0073                          D798                            1236   1      4   4   1 R           3 0 UB2D0_R12           (4347-205-13)
20-0073                          D799                            1196   1      1   1   1 1           4 0 UB2_MUL1            (4495-10-13)
20-0073                          D799                            1196   1      2   2   1 B           1 0 UB2D0_B15           (4347-210-13)
20-0073                          D799                            1196   1      3   3   1 G           2 0 UB2D0_G15           (4347-209-13)
20-0073                          D799                            1196   1      4   4   1 R           3 0 UB2D0_R15           (4347-208-13)
20-0073                          D800                             931   1      1   1   1 1           4 0 UB2_MUL1            (4495-10-13)
20-0073                          D800                             931   1      2   2   1 B           1 0 UB2D0_B13           (4347-213-13)
20-0073                          D800                             931   1      3   3   1 G           2 0 UB2D0_G13           (4347-212-13)
20-0073                          D800                             931   1      4   4   1 R           3 0 UB2D0_R13           (4347-211-13)
20-0073                          D801                             666   1      1   1   1 1           4 0 UB2_MUL2            (4495-11-13)
20-0073                          D801                             666   1      2   2   1 B           1 0 UB2D0_B0            (4347-168-13)
20-0073                          D801                             666   1      3   3   1 G           2 0 UB2D0_G0            (4347-167-13)
20-0073                          D801                             666   1      4   4   1 R           3 0 UB2D0_R0            (4347-166-13)
20-0073                          D802                             831   1      1   1   1 1           4 0 UB2_MUL2            (4495-11-13)
20-0073                          D802                             831   1      2   2   1 B           1 0 UB2D0_B3            (4347-171-13)
20-0073                          D802                             831   1      3   3   1 G           2 0 UB2D0_G3            (4347-170-13)
20-0073                          D802                             831   1      4   4   1 R           3 0 UB2D0_R3            (4347-169-13)
20-0073                          D803                             946   1      1   1   1 1           4 0 UB2_MUL2            (4495-11-13)
20-0073                          D803                             946   1      2   2   1 B           1 0 UB2D0_B1            (4347-174-13)
20-0073                          D803                             946   1      3   3   1 G           2 0 UB2D0_G1            (4347-173-13)
20-0073                          D803                             946   1      4   4   1 R           3 0 UB2D0_R1            (4347-172-13)
20-0073                          D804                            1106   1      1   1   1 1           4 0 UB2_MUL2            (4495-11-13)
20-0073                          D804                            1106   1      2   2   1 B           1 0 UB2D0_B4            (4347-177-13)
20-0073                          D804                            1106   1      3   3   1 G           2 0 UB2D0_G4            (4347-176-13)
20-0073                          D804                            1106   1      4   4   1 R           3 0 UB2D0_R4            (4347-175-13)
20-0073                          D805                            1151   1      1   1   1 1           4 0 UB2_MUL2            (4495-11-13)
20-0073                          D805                            1151   1      2   2   1 B           1 0 UB2D0_B2            (4347-180-13)
20-0073                          D805                            1151   1      3   3   1 G           2 0 UB2D0_G2            (4347-179-13)
20-0073                          D805                            1151   1      4   4   1 R           3 0 UB2D0_R2            (4347-178-13)
20-0073                          D806                            1071   1      1   1   1 1           4 0 UB2_MUL2            (4495-11-13)
20-0073                          D806                            1071   1      2   2   1 B           1 0 UB2D0_B5            (4347-183-13)
20-0073                          D806                            1071   1      3   3   1 G           2 0 UB2D0_G5            (4347-182-13)
20-0073                          D806                            1071   1      4   4   1 R           3 0 UB2D0_R5            (4347-181-13)
20-0073                          D807                            1266   1      1   1   1 1           4 0 UB2_MUL2            (4495-11-13)
20-0073                          D807                            1266   1      2   2   1 B           1 0 UB2D0_B8            (4347-186-13)
20-0073                          D807                            1266   1      3   3   1 G           2 0 UB2D0_G8            (4347-185-13)
20-0073                          D807                            1266   1      4   4   1 R           3 0 UB2D0_R8            (4347-184-13)
20-0073                          D808                             746   1      1   1   1 1           4 0 UB2_MUL2            (4495-11-13)
20-0073                          D808                             746   1      2   2   1 B           1 0 UB2D0_B6            (4347-189-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D808                             746   1      3   3   1 G           2 0 UB2D0_G6            (4347-188-13)
20-0073                          D808                             746   1      4   4   1 R           3 0 UB2D0_R6            (4347-187-13)
20-0073                          D809                            1031   1      1   1   1 1           4 0 UB2_MUL2            (4495-11-13)
20-0073                          D809                            1031   1      2   2   1 B           1 0 UB2D0_B9            (4347-192-13)
20-0073                          D809                            1031   1      3   3   1 G           2 0 UB2D0_G9            (4347-191-13)
20-0073                          D809                            1031   1      4   4   1 R           3 0 UB2D0_R9            (4347-190-13)
20-0073                          D810                             991   1      1   1   1 1           4 0 UB2_MUL2            (4495-11-13)
20-0073                          D810                             991   1      2   2   1 B           1 0 UB2D0_B7            (4347-195-13)
20-0073                          D810                             991   1      3   3   1 G           2 0 UB2D0_G7            (4347-194-13)
20-0073                          D810                             991   1      4   4   1 R           3 0 UB2D0_R7            (4347-193-13)
20-0073                          D811                             871   1      1   1   1 1           4 0 UB2_MUL2            (4495-11-13)
20-0073                          D811                             871   1      2   2   1 B           1 0 UB2D0_B10           (4347-198-13)
20-0073                          D811                             871   1      3   3   1 G           2 0 UB2D0_G10           (4347-197-13)
20-0073                          D811                             871   1      4   4   1 R           3 0 UB2D0_R10           (4347-196-13)
20-0073                          D812                             711   1      1   1   1 1           4 0 UB2_MUL2            (4495-11-13)
20-0073                          D812                             711   1      2   2   1 B           1 0 UB2D0_B11           (4347-201-13)
20-0073                          D812                             711   1      3   3   1 G           2 0 UB2D0_G11           (4347-200-13)
20-0073                          D812                             711   1      4   4   1 R           3 0 UB2D0_R11           (4347-199-13)
20-0073                          D813                             791   1      1   1   1 1           4 0 UB2_MUL2            (4495-11-13)
20-0073                          D813                             791   1      2   2   1 B           1 0 UB2D0_B14           (4347-204-13)
20-0073                          D813                             791   1      3   3   1 G           2 0 UB2D0_G14           (4347-203-13)
20-0073                          D813                             791   1      4   4   1 R           3 0 UB2D0_R14           (4347-202-13)
20-0073                          D814                            1231   1      1   1   1 1           4 0 UB2_MUL2            (4495-11-13)
20-0073                          D814                            1231   1      2   2   1 B           1 0 UB2D0_B12           (4347-207-13)
20-0073                          D814                            1231   1      3   3   1 G           2 0 UB2D0_G12           (4347-206-13)
20-0073                          D814                            1231   1      4   4   1 R           3 0 UB2D0_R12           (4347-205-13)
20-0073                          D815                            1191   1      1   1   1 1           4 0 UB2_MUL2            (4495-11-13)
20-0073                          D815                            1191   1      2   2   1 B           1 0 UB2D0_B15           (4347-210-13)
20-0073                          D815                            1191   1      3   3   1 G           2 0 UB2D0_G15           (4347-209-13)
20-0073                          D815                            1191   1      4   4   1 R           3 0 UB2D0_R15           (4347-208-13)
20-0073                          D816                             911   1      1   1   1 1           4 0 UB2_MUL2            (4495-11-13)
20-0073                          D816                             911   1      2   2   1 B           1 0 UB2D0_B13           (4347-213-13)
20-0073                          D816                             911   1      3   3   1 G           2 0 UB2D0_G13           (4347-212-13)
20-0073                          D816                             911   1      4   4   1 R           3 0 UB2D0_R13           (4347-211-13)
20-0073                          D817                             661   1      1   1   1 1           4 0 UB2_MUL3            (4495-12-13)
20-0073                          D817                             661   1      2   2   1 B           1 0 UB2D0_B0            (4347-168-13)
20-0073                          D817                             661   1      3   3   1 G           2 0 UB2D0_G0            (4347-167-13)
20-0073                          D817                             661   1      4   4   1 R           3 0 UB2D0_R0            (4347-166-13)
20-0073                          D818                             826   1      1   1   1 1           4 0 UB2_MUL3            (4495-12-13)
20-0073                          D818                             826   1      2   2   1 B           1 0 UB2D0_B3            (4347-171-13)
20-0073                          D818                             826   1      3   3   1 G           2 0 UB2D0_G3            (4347-170-13)
20-0073                          D818                             826   1      4   4   1 R           3 0 UB2D0_R3            (4347-169-13)
20-0073                          D819                             941   1      1   1   1 1           4 0 UB2_MUL3            (4495-12-13)
20-0073                          D819                             941   1      2   2   1 B           1 0 UB2D0_B1            (4347-174-13)
20-0073                          D819                             941   1      3   3   1 G           2 0 UB2D0_G1            (4347-173-13)
20-0073                          D819                             941   1      4   4   1 R           3 0 UB2D0_R1            (4347-172-13)
20-0073                          D820                            1101   1      1   1   1 1           4 0 UB2_MUL3            (4495-12-13)
20-0073                          D820                            1101   1      2   2   1 B           1 0 UB2D0_B4            (4347-177-13)
20-0073                          D820                            1101   1      3   3   1 G           2 0 UB2D0_G4            (4347-176-13)
20-0073                          D820                            1101   1      4   4   1 R           3 0 UB2D0_R4            (4347-175-13)
20-0073                          D821                            1146   1      1   1   1 1           4 0 UB2_MUL3            (4495-12-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D821                            1146   1      2   2   1 B           1 0 UB2D0_B2            (4347-180-13)
20-0073                          D821                            1146   1      3   3   1 G           2 0 UB2D0_G2            (4347-179-13)
20-0073                          D821                            1146   1      4   4   1 R           3 0 UB2D0_R2            (4347-178-13)
20-0073                          D822                            1066   1      1   1   1 1           4 0 UB2_MUL3            (4495-12-13)
20-0073                          D822                            1066   1      2   2   1 B           1 0 UB2D0_B5            (4347-183-13)
20-0073                          D822                            1066   1      3   3   1 G           2 0 UB2D0_G5            (4347-182-13)
20-0073                          D822                            1066   1      4   4   1 R           3 0 UB2D0_R5            (4347-181-13)
20-0073                          D823                            1261   1      1   1   1 1           4 0 UB2_MUL3            (4495-12-13)
20-0073                          D823                            1261   1      2   2   1 B           1 0 UB2D0_B8            (4347-186-13)
20-0073                          D823                            1261   1      3   3   1 G           2 0 UB2D0_G8            (4347-185-13)
20-0073                          D823                            1261   1      4   4   1 R           3 0 UB2D0_R8            (4347-184-13)
20-0073                          D824                             741   1      1   1   1 1           4 0 UB2_MUL3            (4495-12-13)
20-0073                          D824                             741   1      2   2   1 B           1 0 UB2D0_B6            (4347-189-13)
20-0073                          D824                             741   1      3   3   1 G           2 0 UB2D0_G6            (4347-188-13)
20-0073                          D824                             741   1      4   4   1 R           3 0 UB2D0_R6            (4347-187-13)
20-0073                          D825                            1026   1      1   1   1 1           4 0 UB2_MUL3            (4495-12-13)
20-0073                          D825                            1026   1      2   2   1 B           1 0 UB2D0_B9            (4347-192-13)
20-0073                          D825                            1026   1      3   3   1 G           2 0 UB2D0_G9            (4347-191-13)
20-0073                          D825                            1026   1      4   4   1 R           3 0 UB2D0_R9            (4347-190-13)
20-0073                          D826                             986   1      1   1   1 1           4 0 UB2_MUL3            (4495-12-13)
20-0073                          D826                             986   1      2   2   1 B           1 0 UB2D0_B7            (4347-195-13)
20-0073                          D826                             986   1      3   3   1 G           2 0 UB2D0_G7            (4347-194-13)
20-0073                          D826                             986   1      4   4   1 R           3 0 UB2D0_R7            (4347-193-13)
20-0073                          D827                             866   1      1   1   1 1           4 0 UB2_MUL3            (4495-12-13)
20-0073                          D827                             866   1      2   2   1 B           1 0 UB2D0_B10           (4347-198-13)
20-0073                          D827                             866   1      3   3   1 G           2 0 UB2D0_G10           (4347-197-13)
20-0073                          D827                             866   1      4   4   1 R           3 0 UB2D0_R10           (4347-196-13)
20-0073                          D828                             706   1      1   1   1 1           4 0 UB2_MUL3            (4495-12-13)
20-0073                          D828                             706   1      2   2   1 B           1 0 UB2D0_B11           (4347-201-13)
20-0073                          D828                             706   1      3   3   1 G           2 0 UB2D0_G11           (4347-200-13)
20-0073                          D828                             706   1      4   4   1 R           3 0 UB2D0_R11           (4347-199-13)
20-0073                          D829                             786   1      1   1   1 1           4 0 UB2_MUL3            (4495-12-13)
20-0073                          D829                             786   1      2   2   1 B           1 0 UB2D0_B14           (4347-204-13)
20-0073                          D829                             786   1      3   3   1 G           2 0 UB2D0_G14           (4347-203-13)
20-0073                          D829                             786   1      4   4   1 R           3 0 UB2D0_R14           (4347-202-13)
20-0073                          D830                            1226   1      1   1   1 1           4 0 UB2_MUL3            (4495-12-13)
20-0073                          D830                            1226   1      2   2   1 B           1 0 UB2D0_B12           (4347-207-13)
20-0073                          D830                            1226   1      3   3   1 G           2 0 UB2D0_G12           (4347-206-13)
20-0073                          D830                            1226   1      4   4   1 R           3 0 UB2D0_R12           (4347-205-13)
20-0073                          D831                            1186   1      1   1   1 1           4 0 UB2_MUL3            (4495-12-13)
20-0073                          D831                            1186   1      2   2   1 B           1 0 UB2D0_B15           (4347-210-13)
20-0073                          D831                            1186   1      3   3   1 G           2 0 UB2D0_G15           (4347-209-13)
20-0073                          D831                            1186   1      4   4   1 R           3 0 UB2D0_R15           (4347-208-13)
20-0073                          D832                             906   1      1   1   1 1           4 0 UB2_MUL3            (4495-12-13)
20-0073                          D832                             906   1      2   2   1 B           1 0 UB2D0_B13           (4347-213-13)
20-0073                          D832                             906   1      3   3   1 G           2 0 UB2D0_G13           (4347-212-13)
20-0073                          D832                             906   1      4   4   1 R           3 0 UB2D0_R13           (4347-211-13)
20-0073                          D833                             691   1      1   1   1 1           4 0 UB2_MUL4            (4495-13-13)
20-0073                          D833                             691   1      2   2   1 B           1 0 UB2D0_B0            (4347-168-13)
20-0073                          D833                             691   1      3   3   1 G           2 0 UB2D0_G0            (4347-167-13)
20-0073                          D833                             691   1      4   4   1 R           3 0 UB2D0_R0            (4347-166-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D834                             851   1      1   1   1 1           4 0 UB2_MUL4            (4495-13-13)
20-0073                          D834                             851   1      2   2   1 B           1 0 UB2D0_B3            (4347-171-13)
20-0073                          D834                             851   1      3   3   1 G           2 0 UB2D0_G3            (4347-170-13)
20-0073                          D834                             851   1      4   4   1 R           3 0 UB2D0_R3            (4347-169-13)
20-0073                          D835                             971   1      1   1   1 1           4 0 UB2_MUL4            (4495-13-13)
20-0073                          D835                             971   1      2   2   1 B           1 0 UB2D0_B1            (4347-174-13)
20-0073                          D835                             971   1      3   3   1 G           2 0 UB2D0_G1            (4347-173-13)
20-0073                          D835                             971   1      4   4   1 R           3 0 UB2D0_R1            (4347-172-13)
20-0073                          D836                            1126   1      1   1   1 1           4 0 UB2_MUL4            (4495-13-13)
